tu_id	speaker	start	end	duration	text
68	BO026	165.480	165.778	0.298	 [(la,)]
69	BO026	166.168	167.160	0.992	 [secondo ann~]
70	BO026	167.425	167.686	0.261	 [sì].
71	BO026	170.125	170.391	0.266	 [sì].
72	BO026	170.886	171.120	0.234	 [sì].
73	BO026	173.501	173.758	0.257	 [sì].
74	BO026	174.098	174.331	0.233	 [sì].
75	BO026	174.723	179.045	4.322	 [ho ho messo quelli di q]uest' anno che integrano quelli dell' anno scorso,
76	BO026	179.473	182.851	3.378	 e sono anche dei dati nuovi ma sono lì trovate degli esempi.
77	BO026	183.191	183.420	0.229	 mh,
78	BO041	183.515	183.980	0.465	 [okay].
79	BO040	183.515	183.970	0.455	 [okay].
80	BO026	184.076	186.950	2.874	 lì trovate gli esempi trovate le slide le,
81	BO026	187.510	187.828	0.318	 ma,
82	BO026	189.138	189.690	0.552	 non sono
83	BO026	190.098	194.573	4.475	 questi materiali fondamentali i fondamentali sono quelli che sono nel programma,
84	BO026	195.465	205.095	9.630	 ne:l nei materiali didattici online trovate le esemplificazioni gli esempi {P} i testi che abbiamo utilizzato in classe pe:r per esemplificare il tipo di analisi.
85	BO040	205.380	206.316	0.936	 °<d'[accordo>.°]
86	BO026	205.636	206.310	0.674	 [d' accordo],
87	BO040	206.686	207.376	0.690	 °<va b[ene>.°]
88	BO041	207.046	209.891	2.845	 [perc]hé le dispense le avevate lasciate anche da::
89	BO041	210.296	210.850	0.554	 d[a::]
90	BO026	210.630	211.270	0.640	 [ro]:[si]
91	BO041	211.161	211.775	0.614	 [ro]ssi.
92	BO026	211.775	212.010	0.235	 sì.
93	BO041	212.320	214.966	2.646	 quindi le ho prese lì xx quindi sarebbero tutte:
94	BO041	215.631	216.530	0.899	 sarebbero:
95	BO026	216.620	217.536	0.916	 quelle dell' anno scor[so]?
96	BO041	217.396	217.770	0.374	 [s]sì.
97	BO026	217.891	218.153	0.262	 °sì.°
98	BO026	218.761	219.000	0.239	 s[ì].
99	BO041	219.070	219.291	0.221	 [°o]kay.°
100	BO026	220.060	227.350	7.290	 quest' anno:: ho mandato quelle di quest' anno ma ci sono delle variazioni ci sono dei testi nuovi e poi °quelli che trovate online°.
101	BO026	227.625	232.400	4.775	 online trovate degli esempi che potete utilizzare anche se il programma dell' anno s[corso].
102	BO041	231.590	232.410	0.820	 [okay].
103	BO026	232.840	235.625	2.785	 ma per quanto riguarda i testi d' esa[me],
104	BO041	235.412	235.940	0.528	 [°mh] mh.°
105	BO026	236.655	239.301	2.646	 attenetevi al programma duemilaquindici [sedici].
106	BO041	238.760	239.466	0.706	 [°okay.°]
107	BO040	238.901	240.330	1.429	 [°duemila]sedici.°
108	BO026	240.410	241.060	0.650	 d'[accordo]?
109	BO041	240.540	241.060	0.520	 [va bene].
110	BO040	241.100	241.840	0.740	 per[fetto].
111	BO026	241.290	243.490	2.200	 [perché x] lo avevate già preso perché,
112	BO040	243.490	244.430	0.940	 °sì. (i[nfatti).°]
113	BO026	243.900	247.045	3.145	 [la parte]comune è xx [xx l' orale].
114	BO040	245.796	247.685	1.889	 [<io ho già tutt][o::]>
115	BO026	247.376	247.640	0.264	 [sì].
116	BO026	248.171	248.763	0.592	 v[a bene],
117	BO040	248.400	249.308	0.908	 [ho gi]à tutto.
118	BO040	249.441	250.466	1.025	 °p[erfetto.°]
119	BO041	249.643	250.208	0.565	 [°va bene.°]
120	BO026	250.208	250.801	0.593	 [va] bene.
121	BO040	250.830	251.805	0.975	 grazie mille.
122	BO040	251.937	253.660	1.723	 a[rrivederci] grazie.
123	BO026	252.026	252.805	0.779	 [arrivederci].
