tu_id	speaker	start	end	duration	text
98	PKP040	226.720	227.014	0.294	 mh
99	PKP041	227.370	229.570	2.200	 hanno <i vesti:ti de:ntro tutto>
100	PKP040	231.590	232.200	0.610	 e come?
101	PKP040	232.730	234.040	1.310	 queste qua che:: mh
102	PKP041	234.049	236.240	2.191	 que::ste xx [xx alcune]
103	PKP040	235.272	237.470	2.198	 [beh magari chi se n'é anda]to via di co:rsa
104	PKP041	237.560	238.010	0.450	 e::h
105	PKP040	239.960	240.420	0.460	 [oppure]
106	PKP041	239.970	241.700	1.730	 [io mi rico]rdo una volta a (mitra:no)
107	PKP040	241.790	242.090	0.300	 mh
108	PKP041	242.910	247.610	4.700	 che:: caterina:: entrò dentro un co:so dovevamo andarla a recupera:re e c'erano
109	PKP041	248.260	251.220	2.960	 nella tovaglia messe le tazzine {P} [sul tavo][lo]
110	PKP039	250.450	252.430	1.980	 [xx] [xx] [xxxxx]
111	PKP040	251.090	253.360	2.270	 [va][bbè qualcuno l'avrà fa]tto apposta
112	PKP040	254.380	256.940	2.560	 o magari gente che abusivamente l'ha occupa:ta e po:i
113	PKP041	257.190	261.279	4.089	 però dico questo qua mo stava vedendo questa questa:: casa abbandona:ta:,
114	PKP041	261.800	265.340	3.540	 e c'erano i vestiti negli arma:di:, {P} [residui di] rosse:tto
115	PKP040	263.734	264.490	0.756	 [metti che qualcuno]
116	PKP040	265.430	267.240	1.810	 ho capito metti che uno vive solo no
117	PKP040	268.020	269.140	1.120	 va in ospedale e muore
118	PKP041	269.237	271.320	2.083	 no: infa:tti pure io ho pensato questa cosa
119	PKP041	272.393	275.300	2.907	 però quella è una vi[llona] {P} quella era una villona
120	PKP040	273.170	274.380	1.210	 [chi si occupa di:::]
121	PKP041	278.248	280.469	2.221	 [mi da sempre l'idea che qualcuno sia]::
122	PKP040	278.260	280.070	1.810	 [puo' darsi pure che era: xx]
123	PKP040	280.550	282.330	1.780	 puo' darsi che le lascia[no pure per folklo]re
124	PKP041	281.240	282.190	0.950	 [scappato via]
125	PKP039	285.660	287.120	1.460	 io penso che sia stato un delitto
126	PKP041	288.380	291.780	3.400	 sì {P} una una villa di:: venti persone forse,
127	PKP040	291.990	292.990	1.000	 agatha christie
128	PKP041	294.990	295.770	0.780	 veramente
129	PKP039	295.855	296.590	0.735	 (è aperta da un po')
130	PKP040	304.857	307.600	2.743	 mi sto vedendo su netflix una se:rie è iniziata così
131	PKP040	309.057	309.813	0.756	 >come< si chiama:?
132	PKP040	310.030	312.058	2.028	 am:::bili::ved
133	PKP040	312.089	312.812	0.723	 °come si dice?°
134	PKP041	312.885	313.609	0.724	 unbelievab[le]
135	PKP039	313.610	314.050	0.440	 [un]believ~
136	PKP040	314.130	315.597	1.467	 unbeliev~ a:h anbelievable
137	PKP040	315.645	316.128	0.483	 x[x:]
138	PKP041	316.000	316.855	0.855	 [è] un delitto no?
139	PKP040	317.007	317.367	0.360	 mh
140	PKP039	317.412	317.729	0.317	 mh
141	PKP040	318.385	319.321	0.936	 no è una ragaz[za che]
142	PKP041	319.010	320.005	0.995	 [in tribu]na::le
143	PKP039	320.098	320.884	0.786	 incredibile
144	PKP040	321.066	323.120	2.054	 una ragazza che: {P} subisce uno stupro,
145	PKP040	324.732	328.301	3.569	 però poi viene talmente inquisi::ta, fatto, che lei alla fine dice che era una bugia
146	PKP041	328.391	328.636	0.245	 [mh]
147	PKP040	328.402	329.523	1.121	 [se l']era inve[nta:to]
148	PKP041	329.017	330.056	1.039	 [xxx] giusto
149	PKP040	330.541	332.032	1.491	 perché::: nel cioè
150	PKP040	332.191	334.550	2.359	 come al solito da vi:ttima passi per:
151	PKP041	335.982	337.018	1.036	 tedesco è mi sa
152	PKP040	337.235	337.614	0.379	 sì:
153	PKP040	338.539	340.033	1.494	 pensavo (f)osse ingle:se invece no
154	PKP048	341.270	343.080	1.810	 tu lo [vuo]:i: già che ce l'ho in mano?
155	PKP040	341.441	341.809	0.368	 [x]
156	PKP041	343.090	343.498	0.408	 (°tieni°)
157	PKP040	343.719	344.379	0.660	 [e:::h]
158	PKP048	343.924	344.903	0.979	 [uh e:]cco ho fatto
159	PKP040	345.070	346.248	1.178	 [fa nie:nte non fa niente]
160	PKP048	345.078	346.629	1.551	 [faccio tanto la campa]:ta:,
161	PKP040	346.974	347.460	0.486	 fa niente
162	PKP048	347.558	348.784	1.226	 e poi ho perso (agliofa)
163	PKP040	348.980	350.544	1.564	 (non) fa nie:n[te que]llo si asciuga
164	PKP048	349.570	349.853	0.283	 [eh]
165	PKP048	350.685	351.503	0.818	 ti conosco:
166	PKP040	352.049	353.760	1.711	 questa tovaglia si pulisce facile
167	PKP040	354.859	355.638	0.779	 e::hm::
168	PKP040	355.793	357.606	1.813	 poi invece a distanza di::: m::h
169	PKP040	359.274	362.113	2.839	 isola:ti di zo:na così ne succede un a:ltro,
170	PKP048	375.928	377.667	1.739	 non c'abbiamo neanche la giulia no?
171	PKP040	378.522	378.800	0.278	 mh
172	PKP040	379.884	384.800	4.916	 fra paolo stamattina mi ha mandato gli auguri cia:o: giuli~ auguri giuli:[a:::],
173	PKP048	384.531	385.152	0.621	 [eh beh] sì
174	PKP040	385.246	385.920	0.674	 {ride}
175	PKP040	386.316	387.627	1.311	 è che gli mando sempre::
176	PKP039	388.086	389.991	1.905	 ma lo dice perché è xxxxx della luce?
177	PKP040	390.213	390.787	0.574	 n[o::]
178	PKP041	390.525	391.685	1.160	 [no o]ggi è santa lucia
179	PKP040	391.900	392.923	1.023	 oggi è santa lucia
180	PKP040	393.740	396.367	2.627	 ah puo' darsi che hanno poi detto no ma è capitato di domenica
181	PKP041	396.753	397.224	0.471	 eh no
182	PKP041	397.503	402.870	5.367	 però:: nel::: nell'episodio:: della bibbia santa lucia (per legge) è la patrona dei ciechi
183	PKP040	403.091	405.051	1.960	 non è vero che le hanno tolto gli occhi eh
184	PKP040	405.156	406.660	1.504	 l'ha scr[itto ieri fra p]a[olo]
185	PKP041	405.393	406.317	0.924	 [no: me lo ricordo]
186	PKP041	406.470	407.823	1.353	 [no] lo dice [ogni anno]
187	PKP048	407.133	408.780	1.647	 [ogni anno che va] qua[ndo xxx]
188	PKP040	408.040	409.039	0.999	 ['STA STO:RIA] CHE
189	PKP040	409.064	410.650	1.586	 {ride} dice deve [finire]
190	PKP039	410.001	410.889	0.888	 [perché dà la l]uce
191	PKP040	412.160	415.060	2.900	 perché:: le::: le:: [il: solsti]zio vabbè
192	PKP039	413.689	414.478	0.789	 [x xx]
193	PKP039	415.060	417.140	2.080	 che altro giorno x[xx (andare) via]
194	PKP040	415.916	417.093	1.177	 [equino:zio (dice anzi)]
195	PKP041	417.175	418.592	1.417	 sicuramente un:: collegamento c'è
196	PKP039	418.618	419.310	0.692	 sì (cre[do)]
197	PKP040	418.989	421.960	2.971	 [sì:] con la: cosa del: che vi chiude la:: [m:h]
198	PKP041	421.820	424.409	2.589	 [e ho] scoperto che al nor[d si feste]ggia sa[nta lucia]
199	PKP040	422.800	423.470	0.670	 [(come si di~)]
200	PKP040	423.829	424.422	0.593	 [sì:::]
201	PKP048	424.505	425.231	0.726	 sì: ha(i) voglia
202	PKP048	427.329	427.647	0.318	 (qual)
203	PKP040	430.263	432.310	2.047	 ma perché è legato alla civiltà contadina no?
204	PKP048	432.456	437.024	4.568	 (c'era:) {P} il (detto) in veneto santa lucia è la giornata più corta che sia
205	PKP048	437.423	439.940	2.517	 e invece no la g~ più corta che sia doma:ni:
206	PKP039	440.226	440.560	0.334	 xx?
207	PKP040	440.653	442.000	1.347	 vabbè::perché poi si sposta
208	PKP040	442.030	443.169	1.139	 il sole non è mica [x:x]
209	PKP041	442.739	445.464	2.725	 [ho letto ch]e in veneto è: la: festa dei fidanzati
210	PKP048	445.896	446.398	0.502	 ah sì:?
211	PKP048	447.556	448.890	1.334	 e allora vai x pae:se [(vai là) e:h]
212	PKP040	448.370	451.480	3.110	 [invece qua] si dice santa lucia tanta la notte e tanta la dia
213	PKP040	457.407	459.450	2.043	 allora siccome gli mando il pupazzo::
214	PKP040	459.583	460.650	1.067	 allora giuli:a::
215	PKP040	461.180	462.840	1.660	 e lui auguri giuli:a::
216	PKP040	462.889	464.030	1.141	 {ride} che bello
217	PKP048	467.338	469.512	2.174	 non potrebbero mandarlo qua tanto sta bene?
218	PKP048	470.710	472.510	1.800	 xxxxxx gio:[vane >(aveva)<]
219	PKP041	471.922	473.291	1.369	 [lui là sta] ancora meglio
220	PKP048	473.575	473.850	0.275	 eh
221	PKP040	474.063	475.450	1.387	 non l'ho staccato il (gas)?
222	PKP041	475.641	476.361	0.720	 ma è xx?
223	PKP041	477.276	479.340	2.064	 dove stava stava sicuramente xx[x qua]
224	PKP040	478.830	479.701	0.871	 [stava be:]ne sì
225	PKP048	480.500	481.416	0.916	 (sai) ma quando io
226	PKP039	481.543	483.472	1.929	 con le categorie professionali del (tennis)?
227	PKP039	483.712	485.697	1.985	 tutta sta ripre:sa sto anno sabba:tico
228	PKP039	486.209	486.853	0.644	 (ma non vuole)?
229	PKP040	486.856	487.765	0.909	 sta ma:le pa'::
230	PKP040	487.955	489.489	1.534	 deve fare un'altra operazio:ne:
231	PKP040	491.027	493.240	2.213	 ma lui stava::: non stava::: m:h
232	PKP040	493.310	495.580	2.270	 l'hanno messo:: all'ospedale xxx
233	PKP040	498.390	499.670	1.280	 solo che mo si doveva operare:,
234	PKP040	500.532	502.770	2.238	 e col co:vid x: [siamo xxxx]
235	PKP041	501.718	503.357	1.639	 [io (ho capito) che stava a san]ta (para)
236	PKP040	504.022	504.770	0.748	 e insiste
237	PKP040	504.801	507.210	2.409	 però sta: in un ospedale non sta a santa (para)
238	PKP040	507.637	509.517	1.880	 va a fare il coso in un ospedale di (bari)
239	PKP040	512.152	513.046	0.894	 fa[tto il da:nno:]
240	PKP041	512.357	513.486	1.129	 [non distru]ggerlo
241	PKP040	513.744	514.041	0.297	 no
242	PKP040	515.144	516.147	1.003	 x (l)e zucchi:ne
243	PKP039	518.100	519.345	1.245	 xx {P} i zucchini
244	PKP040	521.116	521.770	0.654	 ancora?
245	PKP040	522.183	522.590	0.407	 scusa ma
246	PKP039	522.594	523.873	1.279	 sì {P} anche me:zzi
247	PKP039	524.078	525.077	0.999	 per ora x grazie
248	PKP040	528.630	529.925	1.295	 io penso che [xxxx]
249	PKP041	529.132	530.270	1.138	 [no: no: questo è] america
250	PKP039	530.368	531.250	0.882	 x questo è america
251	PKP040	532.054	532.417	0.363	 a:h
252	PKP048	532.910	534.080	1.170	 ma qua non è italia
253	PKP040	534.310	534.870	0.560	 [no è] america
254	PKP041	534.320	534.520	0.200	 [no:]
255	PKP048	534.881	535.202	0.321	 eh
256	PKP048	536.845	537.830	0.985	 prima (che x ci arrivo)
257	PKP041	540.162	542.458	2.296	 mado' di spalle alla televisione l'abbiamo vista
258	PKP040	542.866	543.684	0.818	 x[xxx]
259	PKP039	543.005	543.680	0.675	 [(in castigo)]
260	PKP040	545.880	547.019	1.139	 possiamo pure spegnere
261	PKP048	552.920	554.240	1.320	 sarebbero puli:ti i pia:tti?
262	PKP048	554.290	555.335	1.045	 ma son pure caldi?
263	PKP048	557.547	558.804	1.257	 (o) il nonno diceva così
264	PKP048	558.960	560.883	1.923	 non mi cambiare il piatto che mo è caldo
265	PKP040	561.446	562.291	0.845	 sì questo è vero
266	PKP040	563.033	563.692	0.659	 d'inverno
267	PKP048	565.637	567.697	2.060	 oddio il mio faceva presto a raffreddar:si eh
268	PKP040	568.152	572.669	4.517	 mi dispiace facio quando viene ieri appena entrato <a::h che bel caldo in questa casa>
269	PKP039	571.670	572.200	0.530	 {ride}
270	PKP048	572.745	573.571	0.826	 fabio questo?
271	PKP041	573.320	573.899	0.579	 {ride}
272	PKP048	574.570	575.615	1.045	 perché (è) il camino no:?
273	PKP040	575.707	577.630	1.923	 no:: perché c'ha la casa sua che è fre:dda
274	PKP040	577.630	581.510	3.880	 e i::: la la caldaia non funzio:[na, il camino: ma:]nco
275	PKP048	579.785	580.991	1.206	 [a:::h (beh okay)]
276	PKP048	582.820	584.384	1.564	 com'è che si chia[ma xxx]
277	PKP041	583.357	586.790	3.433	 [è più gra:nde della no]stra no gli spazi son più gra:ndi °secondo [me°]
278	PKP040	586.581	589.254	2.673	 [beh] laura noi abbiamo fatto tante (accorte[zze)]
279	PKP048	588.850	594.970	6.120	 [poi lau]ra se non cucini ta:nto quando tua mamma >tante volte viene da me< com'è calda la cucina e per forza quando cucini:
280	PKP048	595.383	596.690	1.307	 <il vapo:re:::>
281	PKP048	596.718	597.523	0.805	 [<le fia:mme>]
282	PKP040	596.780	598.600	1.820	 [vabbè ma noi abbiamo] cambiat[o le:::]
283	PKP041	597.895	598.571	0.676	 [le fiamme]?
284	PKP048	599.168	599.880	0.712	 fuoco fiamme
285	PKP040	600.635	602.237	1.602	 abbiamo cambiato gli infi:ssi
286	PKP048	605.095	605.432	0.337	 x
287	PKP048	606.348	607.781	1.433	 dice no non xxxxx
288	PKP041	608.529	610.002	1.473	 quest'inverno stiamo proprio bene
289	PKP041	610.580	611.198	0.618	 a freddo
290	PKP040	611.784	614.000	2.216	 °sì {P} vabbè quest'a[nno non c'è poi ne]anche tanto freddo eh°
291	PKP039	612.587	613.117	0.530	 [(un po')]
292	PKP041	614.167	617.146	2.979	 be:h rispetto agli altri anni: io non sto soffrendo tanto il fre[ddo]
293	PKP048	616.837	619.170	2.333	 [e mo le] devo fare un regalo per natale [e xxx]
294	PKP041	618.458	620.024	1.566	 [GLI AMICI MIE:I (mo] [che son tornati)]
295	PKP048	619.195	622.187	2.992	 [l'anno scorso c'ho fatt]o le pantofoline e mole porta sempre:
296	PKP048	622.396	626.620	4.224	 col col ta:cco schia~ col calcagno schiacciato [a modi ciabatta sta] fessacchiotta
297	PKP040	625.136	626.033	0.897	 [xx:x]
298	PKP040	626.660	629.482	2.822	 che sono di {P} tu gliele hai prese per stare [sicu:ra]?
299	PKP048	628.917	631.261	2.344	 [madonna che s]i vo:la con quel (mondo) fuo[ri xxx]
300	PKP040	630.680	632.430	1.750	 [per stare si]cura sulle sca:le,
301	PKP040	632.439	635.630	3.191	 e lei se le mette in quella manie[ra che non ho ancora capito questa (roba)]
302	PKP048	633.759	635.640	1.881	 [adesso ci sto facendo le scarpi:ne]
303	PKP048	635.700	638.485	2.785	 che quando è seduta così che c'ha le calzette fine::
304	PKP040	639.450	640.597	1.147	 non se le metterà mamma
305	PKP040	640.669	641.969	1.300	 (non [se le me~ ma]) no::
306	PKP048	640.820	641.499	0.679	 [ah no::]?
307	PKP048	642.404	643.341	0.937	 come fai a sa[(pe)~]
308	PKP040	642.977	644.180	1.203	 [mia suoce]ra è vanito:sa
309	PKP040	644.292	646.110	1.818	 perché non si poteva mettere i panta::~
310	PKP040	646.648	648.210	1.562	 i p[antalo]ni quando s'[è (rotta la sì)]
311	PKP048	646.724	647.160	0.436	 [sì::]
312	PKP048	647.603	648.174	0.571	 [come no]
313	PKP041	648.223	648.550	0.327	 e:::h
314	PKP040	648.573	648.883	0.310	 eh
315	PKP040	650.947	651.805	0.858	 per uno ba[sta]
316	PKP041	651.581	652.880	1.299	 >[stavo di]cendo< gli amici mie:i
317	PKP041	653.820	657.316	3.496	 quando sono tornati da milano, (samo sentito) <un fre:ddo> assurdo
318	PKP039	656.930	657.751	0.821	 {ride}
319	PKP040	657.850	660.640	2.790	 beh che le case di milano sono più calde e::: [>le case< (lo:ro)]
320	PKP048	659.950	661.642	1.692	 [senti: te ne ho] fatt(o) abbastanza?
321	PKP048	663.600	666.390	2.790	 tua madre te lo fa i zucchino e ti ha xxxxxxx[x]
322	PKP041	666.271	666.979	0.708	 [i] zucchini?
323	PKP039	671.940	672.894	0.954	 xx come (lo) trascri:vi?
324	PKP048	673.082	675.640	2.558	 poi alla fine alla (mamma e do:) do [da mangiare ca:rne]
325	PKP039	674.673	675.599	0.926	 {ride}
326	PKP041	675.640	677.018	1.378	 non non non trascriverò io
327	PKP048	679.040	681.391	2.351	 guarda che cosa mi basta le zucchi[ne (almeno)]
328	PKP040	680.780	681.698	0.918	 [questo è x:]x sì
329	PKP040	688.070	688.500	0.430	 lo vuoi?
330	PKP040	689.673	690.095	0.422	 lo vuoi?
331	PKP048	690.229	691.247	1.018	 un pezze:tto:
332	PKP048	691.773	692.780	1.007	 ce n'é: per tutti?
333	PKP040	692.981	693.219	0.238	 sì
334	PKP048	693.245	693.930	0.685	 allora sì:
335	PKP048	700.874	703.513	2.639	 e mo laura ritornando a quelle di ie:ri: a (soccio),
336	PKP048	704.618	705.814	1.196	 scaldo la padella
337	PKP048	706.481	707.844	1.363	 >calda calda calda calda<
338	PKP048	708.232	709.593	1.361	 e metto un po' di sale:,
339	PKP048	710.377	711.106	0.729	 sulla padella
340	PKP048	711.546	712.837	1.291	 e calo con le fettine
341	PKP048	713.016	714.416	1.400	 e le facc[io tutte (impanate bene)]
342	PKP040	713.381	716.300	2.919	 [così impanate <nel] [pan gratta:to con i>] gli aro:mi no?
343	PKP048	714.470	715.661	1.191	 [(pia:no piano piano)]
344	PKP048	716.396	720.409	4.013	 <SENZA O:LIO SENZA> no metto l'a:glio dent~ cioè l'aglio quell[o sì ogni ta]nto sì
345	PKP040	719.100	719.808	0.708	 [vabbè sì]
346	PKP040	720.619	721.829	1.210	 ma ho visto pure:::
347	PKP040	721.969	723.600	1.631	 le erbette stavano cos'erano?
348	PKP048	723.667	724.495	0.828	 sì: prezz[emolo]
349	PKP041	724.076	724.900	0.824	 [sarà pre]zzemolo
350	PKP048	724.900	725.856	0.956	 >prezzemolo< fresco
351	PKP040	726.283	727.251	0.968	 ho >(aiutato)< a spelarlo
352	PKP048	729.903	730.352	0.449	 [(e poi)]
353	PKP041	729.910	730.727	0.817	 [>(madonna)< che] buone
354	PKP048	731.063	732.060	0.997	 ho guardato:
355	PKP041	732.078	732.380	0.302	 ma
356	PKP048	733.524	736.130	2.606	 ho guardato:: un attimino il giornale nuovo
357	PKP048	736.217	738.608	2.391	 c'è una ricetta per: la v[igilia di nat]ale
358	PKP041	737.437	738.262	0.825	 [°una ricetta?°]
359	PKP048	761.974	763.959	1.985	 ti ho detto che ieri sera alle nove e un quarto,
360	PKP048	764.511	765.505	0.994	 mi suona il telefono
361	PKP048	766.383	768.970	2.587	 non volevo rispondere perché avevo paura fosse zia maria
362	PKP048	769.411	772.370	2.959	 perché lei alle nove e mezza:: alle nove nove e mezza lei tele:fona
363	PKP041	772.390	772.974	0.584	 (ise:a)
364	PKP048	773.017	773.393	0.376	 m:h
365	PKP048	773.540	776.564	3.024	 sì sì xxx, finito tu:tto e:: bom
366	PKP048	777.337	778.468	1.131	 e invece era eleonora
367	PKP048	779.667	781.990	2.323	 ha detto sono passa:ta davanti a ca:sa eh
368	PKP048	781.990	784.134	2.144	 mado:nna che be:lla la casa vo:stra
369	PKP048	784.587	786.495	1.908	 ha detto sta bene da fare un filmino:
370	PKP041	786.566	789.540	2.974	 anche: i miei amici hanno detto che le tue luci sono molto belle
371	PKP040	789.549	790.397	0.848	 x x belle
372	PKP048	791.018	791.324	0.306	 oh
373	PKP041	792.556	793.451	0.895	 I MIEI AMICI
374	PKP048	793.568	793.887	0.319	 e:h
375	PKP041	794.002	796.923	2.921	 HANNO DETTO {P} CHE LE TUE LUCI {P} SONO MOLTO BELLE
376	PKP048	796.927	798.032	1.105	 [u:::h]
377	PKP040	797.060	798.970	1.910	 [quelle del balcone o] quelle dell'arche[tto]?
378	PKP041	798.990	799.770	0.780	 [de]l balco:n[e]
379	PKP048	799.660	800.531	0.871	 [so]no tutte uguali
380	PKP040	800.770	801.180	0.410	 belle
381	PKP048	801.918	803.540	1.622	 ma allora mi sono servita xxx
382	PKP041	803.734	804.115	0.381	 eh?
383	PKP040	804.149	805.380	1.231	 {ride}
384	PKP048	804.149	805.960	1.811	 {ride} alla boutique
385	PKP040	806.146	806.642	0.496	 {ride}
386	PKP048	808.139	809.265	1.126	 xxxx[xx]
387	PKP040	808.639	809.970	1.331	 [si vedono da] lontano poi
388	PKP048	811.870	812.844	0.974	 >sul tetto ho messo la xx<
389	PKP048	814.022	817.062	3.040	 <mamma mia xxx (spazio libero) laura
390	PKP041	817.357	817.844	0.487	 m::h
391	PKP040	820.085	821.404	1.319	 l'altro giorno è venuto stefano
392	PKP039	821.410	823.050	1.640	 (chi quello che teneva [il bar de]ll'università?)
393	PKP040	822.004	822.493	0.489	 [(mi si è)]
394	PKP040	823.415	824.850	1.435	 tua zi:a l'hanno fregata
395	PKP040	826.027	829.260	3.233	 che quello di sopra HA GIA' (IN) MESSO LA MESSO LA STE:LLA PRIMA DI LE:I
396	PKP040	829.309	830.984	1.675	 O:::H {ride} ha detto
397	PKP048	831.451	832.712	1.261	 ha detto [xxxx]
398	PKP040	831.726	833.860	2.134	 [ha lanciato il gua:]nto della sfida
399	PKP048	834.610	841.569	6.959	 ma dappertu:tto le batterie er~r~r~r~rano nelle sca::le, (niel del) la po::rta, ma anche tro::ppo esagera:ta::
400	PKP040	842.014	842.943	0.929	 (lo) è sempre stata
401	PKP048	843.053	844.275	1.222	 se:mpre sì sempre stata
