tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
16	PKP048	32.76	33.8	1.04	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[man]giata eh	[man]giata eh	mangiata eh
17	PKP048	43.51	44.42	0.91	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	buon appetito	buon appetito	buon appetito
18	PKP040	44.7	45.529	0.829	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	buon appetito:	buon appetito:	buon appetito
19	PKP048	45.8	46.71	0.91	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	piatto pulito	piatto pulito	piatto pulito
20	PKP048	48.6	51.04	2.44	True	1	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	non so chi dice~ eh questo di[cevi tu: ]	non so chi dice~ eh questo di[cevi tu:]	non so chi dice~ eh questo dicevi tu
21	PKP040	50.2	53.4	3.2	True	0	0	0	0	0	0	False	False	False	False	True	20=0.840,22=0.340,23=0.698	0	0	0	8	[la:: no] la [sua:] maestra:: della scuola materna	[la:: no] la [sua:] maestra:: della scuola materna	la no la sua maestra della scuola materna
22	PKP041	51.2	51.54	0.34	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
23	PKP039	51.75	52.448	0.698	True	0	0	0	0	0	0	False	False	False	False	True	21=0.698	0	1	0	0	((ride))	{ride}	{ride}
24	PKP040	53.9	55.05	1.15	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	la bianchini	la bianchini	la bianchini
25	PKP040	56.09	58.03	1.94	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	buon appetito: piatto pulito:	buon appetito: piatto pulito:	buon appetito piatto pulito
26	PKP040	60.0	61.29	1.29	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	e fa~ e si faceva:::	e fa~ e si faceva:::	e fa~ e si faceva
27	PKP040	61.55	62.51	0.96	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	(e) mangiavano tutto	(e) mangiavano tutto	e mangiavano tutto
28	PKP040	63.33	64.94	1.61	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	con questa::: frase magica,	con questa::: frase magica,	con questa frase magica
29	PKP048	66.0	66.76	0.76	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	come::	come::	come
30	PKP048	67.75	70.21	2.46	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	valentina: (.) cosa fai a scuola? >pappa<	valentina: {P} cosa fai a scuola? >pappa<	valentina {P} cosa fai a scuola pappa
31	PKP040	70.34	71.46	1.12	True	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	2	la merenda ((ride))	la merenda {ride}	la merenda {ride}
32	PKP048	71.47	72.33	0.86	True	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	1	((ride)) gio:ia:	{ride} gio:ia:	{ride} gioia
33	PKP039	73.41	74.41	1.0	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	5	#è pigghiato (vedi) eh (il fuoco)	#è pigghiato (vedi) eh (il fuoco)	#è pigghiato vedi eh il fuoco
34	PKP040	74.57	75.38	0.81	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	è andato	è andato	è andato
35	PKP040	77.337	79.05	1.713	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	mh:: ha preso il fuo[co]	mh:: ha preso il fuo[co]	mh ha preso il fuoco
36	PKP048	78.984	83.06	4.076	True	0	0	0	0	0	0	False	False	False	False	True	35=0.066,37=0.274	0	0	1	16	[ma] sto cristiano non capisco se non c'ha co:llo se ha le spalle (più alte del) collo	[ma] sto cristiano non capisco se non c'ha co:llo se ha le spalle (più alte del) collo	ma sto cristiano non capisco se non c'ha collo se ha le spalle più alte del collo
37	PKP041	82.786	83.2	0.414	True	0	0	0	0	0	0	False	False	False	False	True	36=0.274	0	1	0	0	((ride))	{ride}	{ride}
38	PKP040	83.335	84.56	1.225	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	sembra piccoli:no	sembra piccoli:no	sembra piccolino
39	PKP040	89.55	93.08	3.53	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	questa è fanatica eh si fa fare tutte le:: cose: come il vestito	questa è fanatica eh si fa fare tutte le:: cose: come il vestito	questa è fanatica eh si fa fare tutte le cose come il vestito
40	PKP048	95.53	96.72	1.19	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	ne hai fatto tanto	ne hai fatto tanto	ne hai fatto tanto
41	PKP048	97.24	98.96	1.72	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	dopo [mi dici do]po mi dici a me	dopo [mi dici do]po mi dici a me	dopo mi dici dopo mi dici a me
42	PKP040	97.44	98.1	0.66	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[apposta]	[apposta]	apposta
43	PKP040	98.99	100.04	1.05	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	3	no l'ho fatta apposta	no l'ho fatta apposta	no l'ho fatta apposta
44	PKP048	100.187	101.187	1.0	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	ah basta allora	ah basta allora	ah basta allora
45	PKP041	101.99	103.41	1.42	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	cosa, n~ (.) fatto tanto?	cosa, n~ {P} fatto tanto?	cosa n~ {P} fatto tanto
46	PKP040	103.41	103.65	0.24	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
47	PKP040	105.89	107.21	1.32	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	stasera fallo rimanere beppe	stasera fallo rimanere beppe	stasera fallo rimanere beppe
48	PKP048	107.64	109.19	1.55	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	x xx [xxx] dai	x xx [xxx] dai	x xx xxx dai
49	PKP040	108.36	108.98	0.62	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	1	[sta l'insalatona]	[sta l'insalatona]	sta l'insalatona
50	PKP041	109.19	110.38	1.19	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	ma' e che deve rimanere,	ma' e che deve rimanere,	ma' e che deve rimanere
51	PKP040	110.74	112.52	1.78	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	10	beh ieri sera alle nove e mezzo se n'è andato vi[a]	beh ieri sera alle nove e mezzo se n'è andato vi[a]	beh ieri sera alle nove e mezzo se n'è andato via
52	PKP041	112.2	114.02	1.82	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[e inf]atti ieri gli è costato	[e inf]atti ieri gli è costato	e infatti ieri gli è costato
53	PKP040	114.07	115.22	1.15	True	0	0	1	0	0	0	False	False	False	False	False	_	0	0	1	2	perchè? l'hanno fermato?	perchè? l'hanno fermato?	perché l'hanno fermato
54	PKP041	115.84	119.5	3.66	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	no: però n~ n~ [n~] non gli fa piacere dover andare velocemente a casa	no: però n~ n~ [n~] non gli fa piacere dover andare velocemente a casa	no però n~ n~ n~ non gli fa piacere dover andare velocemente a casa
55	PKP040	116.69	116.9	0.21	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[ah,]	[ah,]	ah
56	PKP040	120.65	121.12	0.47	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	°vabbè°	°vabbè°	vabbè
57	PKP041	121.88	124.51	2.63	True	0	0	1	0	0	0	False	False	False	False	False	_	0	0	1	8	anche perchè a quell'ora vanno tutti velocemente a casa	anche perchè a quell'ora vanno tutti velocemente a casa	anche perché a quell'ora vanno tutti velocemente a casa
58	PKP048	130.45	133.36	2.91	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	certo xxxx che quel tacchino a tre euro al chilo eh	certo xxxx che quel tacchino a tre euro al chilo eh	certo xxxx che quel tacchino a tre euro al chilo eh
59	PKP040	134.2	134.45	0.25	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
60	PKP048	134.594	136.34	1.746	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	era un peccato non comprarlo	era un peccato non comprarlo	era un peccato non comprarlo
61	PKP040	137.74	138.026	0.286	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	eh	eh	eh
62	PKP040	138.65	141.23	2.58	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	quella volta lo facesti al forno (.) era buonissimo	quella volta lo facesti al forno {P} era buonissimo	quella volta lo facesti al forno {P} era buonissimo
63	PKP048	142.99	144.08	1.09	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	quello che avevo fatto i[o?]	quello che avevo fatto i[o?]	quello che avevo fatto io
64	PKP040	143.95	144.95	1.0	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	3	[a]l for[no l'avevi f~]	[a]l for[no l'avevi f~]	al forno l'avevi f~
65	PKP048	144.48	145.35	0.87	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[nel sacc]otto	[nel sacc]otto	nel saccotto
66	PKP040	145.77	150.22	4.45	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	18	la prima la seconda volta nel saccotto la prima volta non so come l'avevi fa:tto se sempre nel saccotto	la prima la seconda volta nel saccotto la prima volta non so come l'avevi fa:tto se sempre nel saccotto	la prima la seconda volta nel saccotto la prima volta non so come l'avevi fatto se sempre nel saccotto
67	PKP040	150.22	152.29	2.07	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	so che venne (.) buonissimo	so che venne {P} buonissimo	so che venne {P} buonissimo
68	PKP048	152.408	155.29	2.882	True	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	11	non mi dite perchè cambio sempre hai visto ieri le fettine?	non mi dite perchè cambio sempre hai visto ieri le fettine?	non mi dite perché cambio sempre hai visto ieri le fettine
69	PKP040	155.549	156.22	0.671	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	buo:ne	buo:ne	buone
70	PKP041	157.26	157.5	0.24	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh:	mh:	mh
71	PKP048	158.37	158.91	0.54	True	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	1	perchè:	perchè:	perché
72	PKP041	159.07	160.51	1.44	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	<fari:na di (.) riso>	<fari:na di {P} riso>	farina di {P} riso
73	PKP041	160.945	161.248	0.303	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	n[o]	n[o]	no
74	PKP048	161.03	163.33	2.3	True	0	0	0	0	0	0	False	False	False	False	True	73=0.218,75=0.010	1	0	0	5	[n]o no (.) il pane grattuggiato:	[n]o no {P} il pane grattuggiato:	no no {P} il pane grattuggiato
75	PKP041	163.32	163.61	0.29	True	0	0	0	0	0	0	False	False	False	False	True	74=0.010	0	0	0	1	ah	ah	ah
76	PKP048	163.793	167.8	4.007	True	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	7	ho messo dentro: (.) il:: (.) parmigia:no, pepe, sale,	ho messo dentro: {P} il:: {P} parmigia:no, pepe, sale,	ho messo dentro {P} il {P} parmigiano pepe sale
77	PKP048	168.88	171.46	2.58	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	un poco de:::mh di o:lio:,	un poco de:::mh di o:lio:,	un poco demh di olio
78	PKP040	171.75	172.25	0.5	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh:	mh:	mh
79	PKP040	173.52	175.05	1.53	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	4	farina non ce n'era proprio?	farina non ce n'era proprio?	farina non ce n'era proprio
80	PKP041	175.214	175.56	0.346	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	a[h]	a[h]	ah
81	PKP040	175.43	175.81	0.38	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[ok]ay	[ok]ay	okay
82	PKP048	176.39	177.48	1.09	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	un po' di:: di a[glio]	un po' di:: di a[glio]	un po' di di aglio
83	PKP040	177.387	180.02	2.633	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	7	[(>sembri<)] l'antonietta buzzi guarda quando era più giovane	[(>sembri<)] l'antonietta buzzi guarda quando era più giovane	sembri l'antonietta buzzi guarda quando era più giovane
84	PKP041	180.214	181.02	0.806	True	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	2	è vero ((ride))	è vero {ride}	è vero {ride}
85	PKP048	182.17	182.98	0.81	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	questa chi è?	questa chi è?	questa chi è
86	PKP040	183.54	184.54	1.0	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	la: [mi]nistr[a::]	la: [mi]nistr[a::]	la ministra
87	PKP041	183.78	184.23	0.45	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[no]	[no]	no
88	PKP039	184.44	185.31	0.87	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[se]rracchiani	[se]rracchiani	serracchiani
89	PKP048	186.16	188.46	2.3	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	no è una faccia:: a mbeh x[x politica]	no è una faccia:: a mbeh x[x politica]	no è una faccia a mbeh xx politica
90	PKP040	187.69	188.43	0.74	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[no ministra]	[no ministra]	no ministra
91	PKP039	189.49	190.23	0.74	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	(deputato) del p[d]	(deputato) del p[d]	deputato del pd
92	PKP040	190.13	191.72	1.59	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[de]puta:to sì una deputata	[de]puta:to sì una deputata	deputato sì una deputata
93	PKP048	195.42	199.12	3.7	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	9	cos'ha fatto la xxxx, che sentivo al telegiorna:le che [dicevano::]	cos'ha fatto la xxxx, che sentivo al telegiorna:le che [dicevano::]	cos'ha fatto la xxxx che sentivo al telegiornale che dicevano
94	PKP041	198.365	199.371	1.006	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[°xx non lo] so°	[°xx non lo] so°	xx non lo so
95	PKP040	223.24	224.0	0.76	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	vuoi [coca cola?]	vuoi [coca cola?]	vuoi coca cola
96	PKP041	223.54	224.16	0.62	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[ma secondo vo]i	[ma secondo vo]i	ma secondo voi
97	PKP041	225.04	226.63	1.59	True	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	4	perchè alcune case abbandona:te	perchè alcune case abbandona:te	perché alcune case abbandonate
98	PKP040	226.72	227.014	0.294	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
99	PKP041	227.37	229.57	2.2	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	hanno <i vesti:ti de:ntro tutto>	hanno <i vesti:ti de:ntro tutto>	hanno i vestiti dentro tutto
100	PKP040	231.59	232.2	0.61	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e come?	e come?	e come
101	PKP040	232.73	234.04	1.31	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	queste qua che:: mh	queste qua che:: mh	queste qua che mh
102	PKP041	234.049	236.24	2.191	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	que::ste xx [xx alcune]	que::ste xx [xx alcune]	queste xx xx alcune
103	PKP040	235.272	237.57	2.298	True	0	0	0	0	0	0	False	False	False	False	True	102=0.968,104=0.010	0	0	1	8	[beh magari chi se n'è anda]to via di co:rsa	[beh magari chi se n'è anda]to via di co:rsa	beh magari chi se n'è andato via di corsa
104	PKP041	237.56	238.01	0.45	True	0	0	0	0	0	0	False	False	False	False	True	103=0.010	0	0	0	1	e::h	e::h	eh
105	PKP040	239.96	240.42	0.46	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[oppure]	[oppure]	oppure
106	PKP041	239.97	241.7	1.73	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[io mi rico]rdo una volta a (mitra:no)	[io mi rico]rdo una volta a (mitra:no)	io mi ricordo una volta a mitrano
107	PKP040	241.79	242.09	0.3	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
108	PKP041	242.91	247.61	4.7	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	11	che:: caterina:: entrò dentro un co:so dovevamo andarla a recupera:re e c'erano	che:: caterina:: entrò dentro un co:so dovevamo andarla a recupera:re e c'erano	che caterina entrò dentro un coso dovevamo andarla a recuperare e c'erano
109	PKP041	248.26	251.22	2.96	True	0	0	0	0	0	0	False	False	False	False	True	110+111=0.130	1	0	0	7	nella tovaglia messe le tazzine (.) [sul tavo][lo]	nella tovaglia messe le tazzine {P} [sul tavo][lo]	nella tovaglia messe le tazzine {P} sul tavolo
110	PKP039	250.45	252.43	1.98	True	0	0	0	0	0	0	False	False	False	False	True	109+111=0.130	0	0	0	3	[xx] [xx] [xxxxx]	[xx] [xx] [xxxxx]	xx xx xxxxx
111	PKP040	251.09	253.36	2.27	True	0	0	0	0	0	0	False	False	False	False	True	109+110=0.130	0	0	1	4	[va][bbè qualcuno l'avrà fa]tto apposta	[va][bbè qualcuno l'avrà fa]tto apposta	vabbè qualcuno l'avrà fatto apposta
112	PKP040	254.38	256.94	2.56	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	8	o magari gente che abusivamente l'ha occupa:ta e po:i	o magari gente che abusivamente l'ha occupa:ta e po:i	o magari gente che abusivamente l'ha occupata e poi
113	PKP041	257.19	261.28	4.09	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	però dico questo qua mo stava vedendo questa questa:: casa abbandona:ta:,	però dico questo qua mo stava vedendo questa questa:: casa abbandona:ta:,	però dico questo qua mo stava vedendo questa questa casa abbandonata
114	PKP041	261.8	265.44	3.64	True	0	0	0	0	0	0	False	False	False	False	True	115=0.756,116=0.010	1	0	1	8	e c'erano i vestiti negli arma:di:, (.) [residui di] rosse:tto	e c'erano i vestiti negli arma:di:, {P} [residui di] rosse:tto	e c'erano i vestiti negli armadi {P} residui di rossetto
115	PKP040	263.734	264.49	0.756	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[metti che qualcuno]	[metti che qualcuno]	metti che qualcuno
116	PKP040	265.43	267.24	1.81	True	0	0	0	0	0	0	False	False	False	False	True	114=0.010	0	0	0	8	ho capito metti che uno vive solo no	ho capito metti che uno vive solo no	ho capito metti che uno vive solo no
117	PKP040	268.02	269.14	1.12	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	va in ospedale e muore	va in ospedale e muore	va in ospedale e muore
118	PKP041	269.237	271.32	2.083	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	no: infa:tti pure io ho pensato questa cosa	no: infa:tti pure io ho pensato questa cosa	no infatti pure io ho pensato questa cosa
119	PKP041	272.393	275.3	2.907	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	però quella è una vi[llona] (.) quella era una villona	però quella è una vi[llona] {P} quella era una villona	però quella è una villona {P} quella era una villona
120	PKP040	273.17	274.38	1.21	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[chi si occupa di:::]	[chi si occupa di:::]	chi si occupa di
121	PKP041	278.248	280.57	2.322	True	0	0	0	0	0	0	False	False	False	False	True	122=1.810,123=0.020	0	0	1	6	[mi da sempre l'idea che qualcuno sia]::	[mi da sempre l'idea che qualcuno sia]::	mi da sempre l'idea che qualcuno sia
122	PKP040	278.26	280.07	1.81	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[può darsi pure che era: xx]	[può darsi pure che era: xx]	può darsi pure che era xx
123	PKP040	280.55	282.33	1.78	True	0	0	0	0	0	0	False	False	False	False	True	121=0.020,124=0.950	0	0	0	8	può darsi che le lascia[no pure per folklo]re	può darsi che le lascia[no pure per folklo]re	può darsi che le lasciano pure per folklore
124	PKP041	281.24	282.19	0.95	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[scappato via]	[scappato via]	scappato via
125	PKP039	285.66	287.12	1.46	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	io penso che sia stato un delitto	io penso che sia stato un delitto	io penso che sia stato un delitto
126	PKP041	288.38	291.78	3.4	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	sì (.) una una villa di:: venti persone forse,	sì {P} una una villa di:: venti persone forse,	sì {P} una una villa di venti persone forse
127	PKP040	291.99	292.99	1.0	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	agatha christie	agatha christie	agatha christie
128	PKP041	294.99	295.77	0.78	True	0	0	0	0	0	0	False	False	False	False	True	129=0.015	0	0	0	1	veramente	veramente	veramente
129	PKP039	295.755	296.59	0.835	True	0	0	0	0	0	0	False	False	False	False	True	128=0.015	0	0	0	5	(è aperta da un po')	(è aperta da un po')	è aperta da un po'
130	PKP040	304.857	307.6	2.743	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	mi sto vedendo su netflix una se:rie è iniziata così	mi sto vedendo su netflix una se:rie è iniziata così	mi sto vedendo su netflix una serie è iniziata così
131	PKP040	309.057	309.813	0.756	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	>come< si chiama:?	>come< si chiama:?	come si chiama
132	PKP040	310.03	312.058	2.028	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	am:::bili::ved	am:::bili::ved	ambilived
133	PKP040	312.089	312.812	0.723	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	°come si dice?°	°come si dice?°	come si dice
134	PKP041	312.885	313.71	0.825	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	unbelievab[le]	unbelievab[le]	unbelievable
135	PKP039	313.61	314.05	0.44	True	0	0	0	0	0	0	False	False	False	False	True	134=0.100,136=0.020	0	0	0	1	[un]believ~	[un]believ~	unbeliev~
136	PKP040	314.03	315.597	1.567	True	0	0	0	0	0	0	False	False	False	False	True	135=0.020	0	0	0	3	unbeliev~ a:h anbelievable	unbeliev~ a:h anbelievable	unbeliev~ ah anbelievable
137	PKP040	315.645	316.128	0.483	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	xx[:]	xx[:]	xx
138	PKP041	316.0	316.855	0.855	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[è] un delitto no?	[è] un delitto no?	è un delitto no
139	PKP040	317.007	317.367	0.36	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
140	PKP039	317.412	317.729	0.317	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
141	PKP040	318.385	319.321	0.936	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	no è una ragaz[za che]	no è una ragaz[za che]	no è una ragazza che
142	PKP041	319.01	320.105	1.095	True	0	0	0	0	0	0	False	False	False	False	True	141=0.311,143=0.007	0	0	0	2	[in tribu]na::le	[in tribu]na::le	in tribunale
143	PKP039	320.098	320.884	0.786	True	0	0	0	0	0	0	False	False	False	False	True	142=0.007	0	0	0	1	incredibile	incredibile	incredibile
144	PKP040	321.066	323.12	2.054	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	una ragazza che: (.) subisce uno stupro,	una ragazza che: {P} subisce uno stupro,	una ragazza che {P} subisce uno stupro
145	PKP040	324.732	328.402	3.67	True	0	0	0	0	0	0	False	False	False	False	True	146=0.011	0	0	0	15	però poi viene talmente inquisi::ta, fatto, che lei alla fine dice che era una bugia	però poi viene talmente inquisi::ta, fatto, che lei alla fine dice che era una bugia	però poi viene talmente inquisita fatto che lei alla fine dice che era una bugia
