tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
54	PKP031	115.19	115.88	0.69	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	[°ah okay°]	[°ah okay°]	ah okay
55	PKP012	116.13	117.42	1.29	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	okay [belli~]	okay [belli~]	okay belli~
56	PKP031	116.94	117.49	0.55	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[ma::]	[ma::]	ma
57	PKP038	116.99	120.66	3.67	True	0	0	1	0	0	0	False	False	False	False	False		1	0	0	10	[xx perchè ho] fatto le corse da vicenza (.) [DA] THIENE	[xx perchè ho] fatto le corse da vicenza {P} [DA] THIENE	xx perché ho fatto le corse da vicenza {P} da thiene
58	PKP012	119.89	120.32	0.43	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[(wow)]	[(wow)]	wow
59	PKP031	120.67	121.62	0.95	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	MA chi è >che si è laureato<?	MA chi è >che si è laureato<?	ma chi è che si è laureato
60	PKP038	121.8	126.76	4.96	True	0	0	0	0	0	0	False	False	False	False	False		1	0	1	18	una eh quella che faceva danza con me non so se ve la ricordate (.) che c'era alla mia laurea	una eh quella che faceva danza con me non so se ve la ricordate {P} che c'era alla mia laurea	una eh quella che faceva danza con me non so se ve la ricordate {P} che c'era alla mia laurea
61	PKP038	127.495	130.065	2.57	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	6	forse era in [pantaloni (.) °e giacchetta°]	forse era in [pantaloni {P} °e giacchetta°]	forse era in pantaloni {P} e giacchetta
62	PKP031	128.205	130.045	1.84	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	[AH: okay sì]	[AH: okay sì]	ah okay sì
63	PKP031	130.41	131.82	1.41	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	°xxx mi ricordo qual~°	°xxx mi ricordo qual~°	xxx mi ricordo qual~
64	PKP038	131.83	132.23	0.4	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	FLAVIA	FLAVIA	flavia
65	PKP038	132.545	133.085	0.54	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	°coi capelli lunghi°	°coi capelli lunghi°	coi capelli lunghi
66	PKP012	133.36	134.93	1.57	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	non mi è nuovo sto no[me]	non mi è nuovo sto no[me]	non mi è nuovo sto nome
67	PKP038	134.7	135.1	0.4	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[eh]	[eh]	eh
68	PKP031	136.225	139.635	3.41	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	ma [michi ma n~ non esce da quei buchetti] la:: il:	ma [michi ma n~ non esce da quei buchetti] la:: il:	ma michi ma n~ non esce da quei buchetti la il
69	PKP038	136.535	138.295	1.76	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	[CENTODIECI E LODE,]	[CENTODIECI E LODE,]	centodieci e lode
70	PKP012	139.68	144.47	4.79	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	15	BOH sono quelli che mi ha dato la farmacia se le [vendono loro dovrebbero essere:]	BOH sono quelli che mi ha dato la farmacia se le [vendono loro dovrebbero essere:]	boh sono quelli che mi ha dato la farmacia se le vendono loro dovrebbero essere
71	PKP031	142.6	144.78	2.18	True	0	0	0	0	0	0	False	False	False	False	True	70=1.870,72=0.245	1	0	0	5	[°ah okay allora (.) sì sì°]	[°ah okay allora {P} sì sì°]	ah okay allora {P} sì sì
72	PKP038	144.535	144.995	0.46	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[co]sa?	[co]sa?	cosa
73	PKP012	145.31	145.85	0.54	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[queste]	[queste]	queste
74	PKP031	145.405	148.405	3.0	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	[(ma dici) che tra] i buchetti non è che che trapas[sa?]	[(ma dici) che tra] i buchetti non è che che trapas[sa?]	ma dici che tra i buchetti non è che che trapassa
75	PKP038	145.79	146.74	0.95	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	[è simile alla mia,]	[è simile alla mia,]	è simile alla mia
76	PKP012	148.125	151.215	3.09	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	13	[sì] è xx no eh (cioè) se la vende la [farmacia] non penso.	[sì] è xx no eh (cioè) se la vende la [farmacia] non penso.	sì è xx no eh cioè se la vende la farmacia non penso
77	PKP031	150.13	150.57	0.44	True	0	0	0	0	0	0	False	False	False	False	True	76=0.440	0	1	0	0	((ride))	{ride}	{ride}
78	PKP038	153.0	153.91	0.91	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	tanto ha il naso fuori	tanto ha il naso fuori	tanto ha il naso fuori
79	PKP012	154.66	158.77	4.11	True	0	0	1	0	0	0	False	False	False	False	False		0	0	0	19	perchè se no mi si [appannano gli occhiali] non lo faccio apposta è che [>mi si appannano gli occhiali<]	perchè se no mi si [appannano gli occhiali] non lo faccio apposta è che [>mi si appannano gli occhiali<]	perché se no mi si appannano gli occhiali non lo faccio apposta è che mi si appannano gli occhiali
80	PKP031	155.46	156.59	1.13	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	[no vabbè ma:]	[no vabbè ma:]	no vabbè ma
81	PKP038	157.87	168.0	10.13	True	0	0	0	0	0	0	False	False	False	False	False		2	0	1	24	[BEH il nonno] di tiktokay ha detto che c'è un trucco (.) devi metterti un fazzoletto messo qua piegato [(.) e stringi bene e non si appanna]	[BEH il nonno] di tiktokay ha detto che c'è un trucco {P} devi metterti un fazzoletto messo qua piegato [{P} e stringi bene e non si appanna]	beh il nonno di tiktokay ha detto che c'è un trucco {P} devi metterti un fazzoletto messo qua piegato {P} e stringi bene e non si appanna
82	PKP031	164.2	167.44	3.24	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	[>oppure< devi stringere BENE BENE e mettere gli occhiali su]	[>oppure< devi stringere BENE BENE e mettere gli occhiali su]	oppure devi stringere bene bene e mettere gli occhiali su
83	PKP038	168.535	169.995	1.46	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	il nonno di tiktok,	il nonno di tiktok,	il nonno di tiktok
84	PKP038	170.66	178.06	7.4	True	0	0	0	0	0	0	False	False	False	False	False		2	0	0	20	in realtà è una tizia che me~ che fa sempre: (.) i gli indovinelli a suo nonno (.) e [li sa TUTTI]	in realtà è una tizia che me~ che fa sempre: {P} i gli indovinelli a suo nonno {P} e [li sa TUTTI]	in realtà è una tizia che me~ che fa sempre {P} i gli indovinelli a suo nonno {P} e li sa tutti
85	PKP031	177.035	178.375	1.34	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[A:::h]	[A:::h]	ah
86	PKP031	178.41	178.83	0.42	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	(°capito°)	(°capito°)	capito
87	PKP012	178.86	179.98	1.12	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	ma secon[do me,]	ma secon[do me,]	ma secondo me
88	PKP038	179.265	180.555	1.29	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	[e quindi] è diventato <famoso>	[e quindi] è diventato <famoso>	e quindi è diventato famoso
89	PKP012	180.595	182.385	1.79	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	ma secondo me si preparano prima	ma secondo me si preparano prima	ma secondo me si preparano prima
90	PKP012	182.555	183.225	0.67	True	0	0	0	0	0	0	False	False	False	False	True	91=0.005	0	0	0	2	perché dai	perché dai	perché dai
91	PKP031	183.22	184.99	1.77	True	0	0	0	0	0	0	False	False	False	False	True	90=0.005	0	0	0	7	beh beppe allora può anche sedersi qua	beh beppe allora può anche sedersi qua	beh beppe allora può anche sedersi qua
92	PKP031	185.72	186.07	0.35	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	°eh:°	°eh:°	eh
93	PKP012	186.095	187.415	1.32	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	è la nella che [sta:]	è la nella che [sta:]	è la nella che sta
94	PKP038	186.84	188.65	1.81	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	[NO NO] NO non si preparano	[NO NO] NO non si preparano	no no no non si preparano
95	PKP038	189.71	194.13	4.42	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	17	ma i nonni sai che gli indovinelli e tutte le i detti li sanno tutti a memoria	ma i nonni sai che gli indovinelli e tutte le i detti li sanno tutti a memoria	ma i nonni sai che gli indovinelli e tutte le i detti li sanno tutti a memoria
96	PKP012	195.64	199.06	3.42	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	O la giulia ha preso questo autobus o viene con i suoi.	O la giulia ha preso questo autobus o viene con i suoi.	o la giulia ha preso questo autobus o viene con i suoi
97	PKP038	199.235	200.555	1.32	True	0	0	0	0	0	0	False	False	False	False	True	98=0.005	0	0	0	3	devi sederti là,	devi sederti là,	devi sederti là
98	PKP011	200.55	201.725	1.175	True	0	0	0	0	0	0	False	False	False	False	True	97=0.005	0	0	0	2	buonasera bellezze.	buonasera bellezze.	buonasera bellezze
99	PKP031	201.745	204.395	2.65	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	9	NO vabbé ma siamo in quattro [(.) o la ale]	NO vabbé ma siamo in quattro [{P} o la ale]	no vabbé ma siamo in quattro {P} o la ale
100	PKP012	203.405	206.225	2.82	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	[NO lui puoi] stare è la ale che deve [andare]	[NO lui puoi] stare è la ale che deve [andare]	no lui puoi stare è la ale che deve andare
101	PKP031	205.65	209.97	4.32	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	15	[beppe] puoi sederti qua [(.) però] dovremo fare in modo che ci puliscano la roba qua	[beppe] puoi sederti qua [{P} però] dovremo fare in modo che ci puliscano la roba qua	beppe puoi sederti qua {P} però dovremo fare in modo che ci puliscano la roba qua
102	PKP011	206.745	208.075	1.33	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	[sì eh xxx]	[sì eh xxx]	sì eh xxx
103	PKP012	210.5	211.02	0.52	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	non so,	non so,	non so
104	PKP031	211.035	211.835	0.8	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	eh da ades[so]	eh da ades[so]	eh da adesso
105	PKP038	211.79	215.24	3.45	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	[vabbè] adesso andiamo là e:: andiamo a vedere le paste [(dai)]	[vabbè] adesso andiamo là e:: andiamo a vedere le paste [(dai)]	vabbè adesso andiamo là e andiamo a vedere le paste dai
106	PKP031	214.99	216.82	1.83	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	[andate] voi due e dopo andiamo::	[andate] voi due e dopo andiamo::	andate voi due e dopo andiamo
107	PKP012	216.985	218.745	1.76	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	MA non prendete [anche] per noi?	MA non prendete [anche] per noi?	ma non prendete anche per noi
108	PKP031	217.75	218.03	0.28	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	[io e te]	[io e te]	io e te
109	PKP038	219.465	221.545	2.08	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	°eh xx bignè al cioccolato,°	°eh xx bignè al cioccolato,°	eh xx bignè al cioccolato
110	PKP012	221.66	223.18	1.52	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	e un tè al <limone>	e un tè al <limone>	e un tè al limone
111	PKP031	223.91	229.99	6.08	True	0	0	0	0	0	0	False	False	False	False	False		1	0	1	10	io prendo eh: xxx (.) un no non lo so vengo anch'io	io prendo eh: xxx {P} un no non lo so vengo anch'io	io prendo eh xxx {P} un no non lo so vengo anch'io
112	PKP012	232.505	233.585	1.08	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	3	ma fai (.) [coda]	ma fai {P} [coda]	ma fai {P} coda
113	PKP031	233.195	235.685	2.49	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	[°michi] occio° lascialo lì	[°michi] occio° lascialo lì	michi occio lascialo lì
114	PKP038	254.12	255.15	1.03	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	°sono un genio,°	°sono un genio,°	sono un genio
115	PKP038	256.36	259.27	2.91	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	°sono un genio dicono che non ci si può più salutare (con il gomito)°	°sono un genio dicono che non ci si può più salutare (con il gomito)°	sono un genio dicono che non ci si può più salutare con il gomito
116	PKP012	259.46	259.8	0.34	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	NO	NO	no
117	PKP012	260.695	261.555	0.86	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	se: va ben	se: va ben	se va ben
118	PKP031	313.06	314.24	1.18	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	°okay ho scelto°	°okay ho scelto°	okay ho scelto
119	PKP012	315.585	317.245	1.66	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	ma avete preso anche per me vero?	ma avete preso anche per me vero?	ma avete preso anche per me vero
120	PKP031	317.53	319.42	1.89	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	8	e tu cos~ no beh >gliel'ave[vi< detto alla linda,]	e tu cos~ no beh >gliel'ave[vi< detto alla linda,]	e tu cos~ no beh gliel'avevi detto alla linda
121	PKP012	318.93	320.35	1.42	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	4	[sì] gliel'ho detto alla flavia	[sì] gliel'ho detto alla flavia	sì gliel'ho detto alla flavia
122	PKP031	320.445	323.085	2.64	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	8	°(adesso) gli (.) chiediamo a lei se riesce a:°	°(adesso) gli {P} chiediamo a lei se riesce a:°	adesso gli {P} chiediamo a lei se riesce a
123	PKP012	324.98	327.4	2.42	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	ma dovrebbe farlo perché ogni tanto devono uscire	ma dovrebbe farlo perché ogni tanto devono uscire	ma dovrebbe farlo perché ogni tanto devono uscire
124	PKP012	330.1	330.62	0.52	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e buondì	e buondì	e buondì
125	PKP031	332.08	335.69	3.61	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	8	>questa< io la chiamo la tristona (.) sempre triste::	>questa< io la chiamo la tristona {P} sempre triste::	questa io la chiamo la tristona {P} sempre triste
126	PKP012	337.36	343.22	5.86	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	15	no ma scusa avrà avuto posto per mettere anche i miei no (.) no i cosi	no ma scusa avrà avuto posto per mettere anche i miei no {P} no i cosi	no ma scusa avrà avuto posto per mettere anche i miei no {P} no i cosi
127	PKP031	346.81	348.08	1.27	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	°eh adesso glielo diciamo°	°eh adesso glielo diciamo°	eh adesso glielo diciamo
128	PKP031	356.47	356.74	0.27	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	°è là°	°è là°	è là
129	PKP031	359.73	362.6	2.87	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	6	°xx igienizzo anche il telefono (.) ovviamente°	°xx igienizzo anche il telefono {P} ovviamente°	xx igienizzo anche il telefono {P} ovviamente
130	PKP012	362.63	367.2	4.57	True	0	0	0	0	0	0	False	False	False	False	False		1	0	1	13	no io lo igienizzo sempre quando torno a casa (.) con l'alcol e una: [pezza]	no io lo igienizzo sempre quando torno a casa {P} con l'alcol e una: [pezza]	no io lo igienizzo sempre quando torno a casa {P} con l'alcol e una pezza
131	PKP031	365.94	366.57	0.63	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[(°esatto°)]	[(°esatto°)]	esatto
132	PKP031	379.57	381.35	1.78	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	°ieri son andato al parco di san giuliano°	°ieri son andato al parco di san giuliano°	ieri son andato al parco di san giuliano
