tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
15	BO146	17.55	18.51	0.96	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	se poi arriva pure francesco ciao	se poi arriva pure francesco ciao	se poi arriva pure francesco ciao
16	BO147	18.52	19.23	0.71	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
17	BO145	18.52	19.23	0.71	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
18	BO139	18.52	19.48	0.96	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
19	BO146	18.52	19.23	0.71	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
20	BO145	19.9	20.83	0.93	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	alé lì è la fine	alé lì è la fine	alé lì è la fine
21	BO147	20.84	24.33	3.49	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	xx {ride}	xx {ride}	x {ride}
22	BO139	25.325	27.6	2.275	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	6	non saprei come scrivere mbare però {ride}	non saprei come scrivere mbare però {ride}	non saprei come scrivere mbare però {ride}
23	BO145	28.017	28.377	0.36	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
24	BO139	28.267	29.32	1.053	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	1	apostrofo {ride}	apostrofo {ride}	apostrofo {ride}
25	BO145	29.322	30.458	1.136	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	sì. apostrofo mbare	sì. apostrofo mbare	sì apostrofo mbare
26	BO147	30.557	30.977	0.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
27	BO147	33.412	34.53	1.118	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	c' è sempre la prima volta	c' è sempre la prima volta	c' è sempre la prima volta
28	BO139	34.537	35.327	0.79	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	1	mh {ride}	mh {ride}	mh {ride}
29	BO146	35.557	36.387	0.83	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	0	xxxx	xxxx	x
30	BO139	37.727	38.917	1.19	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
31	BO147	40.227	42.057	1.83	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	quindi col xx (cosa dobbiamo cosa fare)?	quindi col xx (cosa dobbiamo cosa fare)?	quindi col x cosa dobbiamo cosa fare
32	BO146	42.407	44.427	2.02	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	no p~=eh a a prendere un caffè	no p~=eh a a prendere un caffè	no p~ eh a a prendere un caffè
33	BO146	44.492	46.392	1.9	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	([poi se vuoi fare] aperitivo fai quello)	([poi se vuoi fare] aperitivo fai quello)	poi se vuoi fare aperitivo fai quello
34	BO145	44.617	45.087	0.47	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	0	[x]	[x]	x
35	BO146	46.877	47.547	0.67	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	da pallotti	da pallotti	da pallotti
36	BO145	48.497	48.977	0.48	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	quando	quando	quando
37	BO146	48.992	49.872	0.88	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
38	BO147	49.327	52.997	3.67	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	(xx ma io da pallotti ci piglio le paste >cioè:< ci prend[o:=mh le brio~])	(xx ma io da pallotti ci piglio le paste >cioè:< ci prend[o:=mh le brio~])	x ma io da pallotti ci piglio le paste cioè ci prendo mh le brio~
39	BO146	51.927	52.887	0.96	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[le lasagne]	[le lasagne]	le lasagne
40	BO147	53.337	53.62	0.283	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[(ah)]	[(ah)]	ah
41	BO146	53.503	55.213	1.71	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	([n]on) xxx le brioche [xxxx]	([n]on) xxx le brioche [xxxx]	non x le brioche x
42	BO145	54.503	55.523	1.02	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[cristobello]tti	[cristobello]tti	cristobellotti
43	BO146	55.593	57.563	1.97	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	x [{P} m]:h ce n' ha poche	x [{P} m]:h ce n' ha poche	x {P} mh ce n' ha poche
44	BO147	55.658	56.358	0.7	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[come no]	[come no]	come no
45	BO147	57.883	59.063	1.18	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	che palle	che palle	che palle
46	BO146	60.928	64.268	3.34	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	beh pi[gli un dolci]no se non glielo chiedi se c' ha le brioche oppure se te le fa	beh pi[gli un dolci]no se non glielo chiedi se c' ha le brioche oppure se te le fa	beh pigli un dolcino se non glielo chiedi se c' ha le brioche oppure se te le fa
47	BO145	61.433	61.963	0.53	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[m:h]	[m:h]	mh
48	BO146	65.022	65.453	0.431	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	0	°xxxxx°	°xxxxx°	x
49	BO147	65.473	65.993	0.52	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	(a) parte [che]	(a) parte [che]	a parte che
50	BO145	65.698	66.488	0.79	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[no perché] scivola	[no perché] scivola	no perché scivola
51	BO147	67.238	69.098	1.86	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	(a) parte che pallotti fa anche il coso	(a) parte che pallotti fa anche il coso	a parte che pallotti fa anche il coso
52	BO147	69.343	69.983	0.64	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	l' aperitivo no?	l' aperitivo no?	l' aperitivo no
53	BO146	71.058	72.988	1.93	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	°sì non so come lo fa. cioè°	°sì non so come lo fa. cioè°	sì non so come lo fa cioè
54	BO145	73.328	74.108	0.78	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	mi sa che costa	mi sa che costa	mi sa che costa
55	BO147	74.223	75.063	0.84	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	vabbè però è anche	vabbè però è anche	vabbè però è anche
56	BO147	75.408	76.81	1.402	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	è anche ristorante	è anche ristorante	è anche ristorante
57	BO146	78.918	81.0	2.082	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	quella volta che ci siamo andati noi non c' era un granché mi pare	quella volta che ci siamo andati noi non c' era un granché mi pare	quella volta che ci siamo andati noi non c' era un granché mi pare
58	BO145	81.004	81.304	0.3	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
59	BO146	81.319	81.989	0.67	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	(non c' era niente)	(non c' era niente)	non c' era niente
60	BO145	82.6	83.39	0.79	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	la rapa c' era	la rapa c' era	la rapa c' era
61	BO146	84.404	85.704	1.3	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	sì ma roba (da banco)	sì ma roba (da banco)	sì ma roba da banco
62	BO145	85.879	86.479	0.6	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	mh mh	mh mh	mh mh
63	BO147	87.524	88.314	0.79	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
64	BO145	91.404	92.214	0.81	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	non parli?	non parli?	non parli
65	BO145	92.724	93.444	0.72	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
66	BO139	93.469	95.379	1.91	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	così non mi trascrivo no c' ho la bocca piena	così non mi trascrivo no c' ho la bocca piena	così non mi trascrivo no c' ho la bocca piena
67	BO139	97.269	98.329	1.06	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	l' altra volta	l' altra volta	l' altra volta
68	BO139	99.104	102.024	2.92	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	controllavo di averlo avviato effetivamente perché ero da un notaio	controllavo di averlo avviato effetivamente perché ero da un notaio	controllavo di averlo avviato effetivamente perché ero da un notaio
69	BO139	103.479	105.55	2.071	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	e doveva esserci anche mio babbo ma non poteva venire	e doveva esserci anche mio babbo ma non poteva venire	e doveva esserci anche mio babbo ma non poteva venire
70	BO139	105.55	106.939	1.389	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	quindi volevo registrare l' incontro	quindi volevo registrare l' incontro	quindi volevo registrare l' incontro
71	BO147	107.119	107.419	0.3	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
72	BO139	107.844	108.564	0.72	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e:h=m:h	e:h=m:h	eh mh
73	BO139	108.919	109.849	0.93	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	niente tipo	niente tipo	niente tipo
74	BO139	110.189	112.489	2.3	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	ho schiacciato si vede tipo due volte velocemente	ho schiacciato si vede tipo due volte velocemente	ho schiacciato si vede tipo due volte velocemente
75	BO139	112.884	116.784	3.9	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	10	>alla fine< dell' incontro avevo tipo registrato xxx tipo due secondi {ride}	>alla fine< dell' incontro avevo tipo registrato xxx tipo due secondi {ride}	alla fine dell' incontro avevo tipo registrato x tipo due secondi {ride}
76	BO146	115.69	116.27	0.58	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
77	BO146	116.984	117.624	0.64	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
78	BO139	117.739	118.879	1.14	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	>si sentiva solo pshhh<	>si sentiva solo pshhh<	si sentiva solo pshhh
79	BO139	119.054	120.63	1.576	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	io che mi siedo sulla sedia e basta	io che mi siedo sulla sedia e basta	io che mi siedo sulla sedia e basta
80	BO145	120.674	121.354	0.68	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
81	BO139	121.399	122.819	1.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	>quindi< giusto per essere si[curo]	>quindi< giusto per essere si[curo]	quindi giusto per essere sicuro
82	BO145	122.464	125.09	2.626	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	[belli]ssimo qua~ ci metti quattro secondi a trascrivere quella cosa	[belli]ssimo qua~ ci metti quattro secondi a trascrivere quella cosa	bellissimo qua~ ci metti quattro secondi a trascrivere quella cosa
83	BO139	125.182	125.732	0.55	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
84	BO139	126.832	127.262	0.43	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
85	BO147	127.462	129.181	1.719	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	ma quanti minuti: devono essere(?)	ma quanti minuti: devono essere(?)	ma quanti minuti devono essere
86	BO139	129.497	130.017	0.52	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
87	BO139	130.472	131.512	1.04	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	quel che capita	quel che capita	quel che capita
88	BO139	131.607	133.797	2.19	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	l' altra volta tipo ho registrato la (>mia<) coinquilina [x]	l' altra volta tipo ho registrato la (>mia<) coinquilina [x]	l' altra volta tipo ho registrato la mia coinquilina x
89	BO147	133.357	138.067	4.71	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	[ma tanto devi (f]are) duecentocinquanta ore puoi (farle) anche (di:) sessanta: ore x audio	[ma tanto devi (f]are) duecentocinquanta ore puoi (farle) anche (di:) sessanta: ore x audio	ma tanto devi fare duecentocinquanta ore puoi farle anche di sessanta ore x audio
90	BO139	134.997	135.937	0.94	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
91	BO139	138.117	140.727	2.61	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	volete stare in bisca fino alle quattro [del ma]tt[ino stano]tte?	volete stare in bisca fino alle quattro [del ma]tt[ino stano]tte?	volete stare in bisca fino alle quattro del mattino stanotte
92	BO145	139.537	139.847	0.31	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]	[mh]	mh
93	BO147	139.997	140.337	0.34	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[eh]	[eh]	eh
94	BO145	141.177	142.237	1.06	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	ne fai	ne fai	ne fai
95	BO145	142.782	143.98	1.198	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	una (di) dodici ore	una (di) dodici ore	una di dodici ore
96	BO139	144.407	145.007	0.6	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
97	BO139	146.572	149.452	2.88	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	parlare costantemente per dodici ore però è {P} tosta eh	parlare costantemente per dodici ore però è {P} tosta eh	parlare costantemente per dodici ore però è {P} tosta eh
98	BO147	150.447	150.74	0.293	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
99	BO139	150.782	152.742	1.96	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	9	per me non è un problema però voglio dire {ride}	per me non è un problema però voglio dire {ride}	per me non è un problema però voglio dire {ride}
100	BO145	152.567	153.067	0.5	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	>in<fatti	>in<fatti	infatti
101	BO147	153.172	153.692	0.52	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
102	BO145	153.702	154.282	0.58	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
103	BO139	155.362	156.102	0.74	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
104	BO145	157.417	160.007	2.59	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	un monologo di andrea verdi per dodici ore	un monologo di andrea verdi per dodici ore	un monologo di andrea verdi per dodici ore
105	BO139	159.867	160.577	0.71	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	{ride}	{ride}	{ride}
106	BO139	160.657	161.047	0.39	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	mh mh	mh mh	mh mh
107	BO147	161.857	164.127	2.27	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	dopo c' è chi te lo controlla ovviamente	dopo c' è chi te lo controlla ovviamente	dopo c' è chi te lo controlla ovviamente
108	BO139	164.167	164.387	0.22	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì	sì	sì
109	BO147	164.512	166.752	2.24	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	>cioè< ascolta prima l' audio (poi) vede se	>cioè< ascolta prima l' audio (poi) vede se	cioè ascolta prima l' audio poi vede se
110	BO139	167.12	168.68	1.56	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	sì >cioè< (guarda in un software)	sì >cioè< (guarda in un software)	sì cioè guarda in un software
111	BO139	168.925	169.375	0.45	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	vede	vede	vede
112	BO139	169.585	172.19	2.605	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	>cioè< sopra tipo vedi proprio l' onda audio >[non so se] hai presente<	>cioè< sopra tipo vedi proprio l' onda audio >[non so se] hai presente<	cioè sopra tipo vedi proprio l' onda audio non so se hai presente
113	BO146	171.595	171.925	0.33	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[°mh mh°]	[°mh mh°]	mh mh
114	BO147	172.207	172.727	0.52	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	eh=mh	eh=mh	eh mh
115	BO139	172.912	175.38	2.468	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	e sotto ci sono i vari segmenti che tu crei per	e sotto ci sono i vari segmenti che tu crei per	e sotto ci sono i vari segmenti che tu crei per
116	BO139	175.962	178.382	2.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	sincronizzare {P} il testo s[cri]tto all' audio,	sincronizzare {P} il testo s[cri]tto all' audio,	sincronizzare {P} il testo scritto all' audio
117	BO146	177.547	177.817	0.27	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]	[mh]	mh
118	BO146	178.417	178.847	0.43	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
119	BO139	178.917	180.057	1.14	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	e x se corrisponde	e x se corrisponde	e x se corrisponde
120	BO139	180.372	183.5	3.128	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	mh=eh tipo un errore che ho fatto spesso è tipo devo segnare le sovrapposizioni	mh=eh tipo un errore che ho fatto spesso è tipo devo segnare le sovrapposizioni	mh eh tipo un errore che ho fatto spesso è tipo devo segnare le sovrapposizioni
121	BO139	183.527	184.477	0.95	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	quando si parlano sopra	quando si parlano sopra	quando si parlano sopra
122	BO146	184.627	184.97	0.343	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	ah okay	ah okay	ah okay
123	BO139	184.972	187.162	2.19	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	devi mettere delle parentesi quadre intorno alle parole	devi mettere delle parentesi quadre intorno alle parole	devi mettere delle parentesi quadre intorno alle parole
124	BO146	187.183	187.593	0.41	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	ah okay	ah okay	ah okay
125	BO139	188.823	190.033	1.21	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	che si sovrappongono	che si sovrappongono	che si sovrappongono
126	BO146	190.273	191.293	1.02	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	come nei sottotitoli	come nei sottotitoli	come nei sottotitoli
127	BO139	191.518	192.058	0.54	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	esatto	esatto	esatto
128	BO139	193.293	194.363	1.07	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	infatti io {P} [sto]	infatti io {P} [sto]	infatti io {P} sto
129	BO147	194.003	196.783	2.78	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	[>in<fatti te po]tresti fare il sottoxx quello che fa i sotto[titoli]	[>in<fatti te po]tresti fare il sottoxx quello che fa i sotto[titoli]	infatti te potresti fare il sottoxx quello che fa i sottotitoli
130	BO145	196.228	197.348	1.12	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sottotitolato]re	[sottotitolato]re	sottotitolatore
131	BO146	196.628	196.998	0.37	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[pure te]	[pure te]	pure te
132	BO139	197.488	197.688	0.2	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
133	BO147	198.908	204.098	5.19	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	10	°boh ve[dendo° vedendo le]: trascrizioni: d' inglese [le translation=e:h] {ride}	°boh ve[dendo° vedendo le]: trascrizioni: d' inglese [le translation=e:h] {ride}	boh vedendo vedendo le trascrizioni d' inglese le translation eh {ride}
134	BO139	199.398	200.508	1.11	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[sì sì è un software]	[sì sì è un software]	sì sì è un software
135	BO146	202.248	203.988	1.74	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[vabbè xx (fai con calma)]	[vabbè xx (fai con calma)]	vabbè x fai con calma
136	BO147	204.238	204.548	0.31	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	mh=eh?	mh=eh?	mh eh
137	BO146	204.873	206.983	2.11	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	fai con calma, sottitoli::	fai con calma, sottitoli::	fai con calma sottitoli
138	BO146	207.848	208.998	1.15	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	in inglese magari	in inglese magari	in inglese magari
139	BO139	209.178	209.668	0.49	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
140	BO139	210.598	211.958	1.36	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	no infatti il software è lo stesso	no infatti il software è lo stesso	no infatti il software è lo stesso
141	BO139	212.103	215.443	3.34	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	>cioè< nel senso che eh questo che uso io è usato anche per i sottotitoli	>cioè< nel senso che eh questo che uso io è usato anche per i sottotitoli	cioè nel senso che eh questo che uso io è usato anche per i sottotitoli
142	BO139	216.048	218.208	2.16	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	dopo lì in quel caso hai già alcune pugnette diverse	dopo lì in quel caso hai già alcune pugnette diverse	dopo lì in quel caso hai già alcune pugnette diverse
143	BO147	218.353	221.463	3.11	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	do[po però i sotto]titoli c' hai anche no i sottotitoli scherzavo quello è il doppiaggio	do[po però i sotto]titoli c' hai anche no i sottotitoli scherzavo quello è il doppiaggio	dopo però i sottotitoli c' hai anche no i sottotitoli scherzavo quello è il doppiaggio
144	BO139	218.483	218.873	0.39	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[>cioè<]	[>cioè<]	cioè
145	BO147	221.643	223.403	1.76	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	il problema della bocc[a:]=mh	il problema della bocc[a:]=mh	il problema della bocca mh
146	BO139	222.638	222.948	0.31	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
147	BO139	225.098	226.568	1.47	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	quelli il problema è che a volte	quelli il problema è che a volte	quelli il problema è che a volte
