tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
85	BOI012	158.88	159.97	1.09	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	 [mah] {P} non so::	[mah] {P} non so::	mah {P} non so
86	BOI013	158.91	159.2	0.29	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì]	[sì]	sì
87	BOI013	159.985	160.405	0.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 sì	sì	sì
88	BOI013	161.92	162.71	0.79	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 >cioè< per me sì	>cioè< per me sì	cioè per me sì
89	BOR005	162.895	163.785	0.89	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	3	 per te no {ride}	per te no {ride}	per te no {ride}
90	BOI012	163.83	166.25	2.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 sì e no: (in)somma: dipende dai punti di vista	sì e no: (in)somma: dipende dai punti di vista	sì e no insomma dipende dai punti di vista
91	BOR005	167.15	167.27	0.12	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 a~	a~	a~
92	BOI012	167.29	169.4	2.11	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 >dipende che cosa intendi per< cambiata cioè	>dipende che cosa intendi per< cambiata cioè	dipende che cosa intendi per cambiata cioè
93	BOI013	169.485	171.395	1.91	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 cambiata che era più vivibile prima	cambiata che era più vivibile prima	cambiata che era più vivibile prima
94	BOR005	171.65	173.22	1.57	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 quindi per te è cambiata in peggio?	quindi per te è cambiata in peggio?	quindi per te è cambiata in peggio
95	BOI013	173.333	174.45	1.117	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 per me è cambiata in peggio	per me è cambiata in peggio	per me è cambiata in peggio
96	BOR005	174.825	175.945	1.12	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 eh ma in che senso in peggio	eh ma in che senso in peggio	eh ma in che senso in peggio
97	BOI013	175.965	179.825	3.86	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	15	 eh in peggio perché non {P} prima c'era più sicurezza adesso è meno sicura bologna	eh in peggio perché non {P} prima c'era più sicurezza adesso è meno sicura bologna	eh in peggio perché non {P} prima c' era più sicurezza adesso è meno sicura bologna
98	BOR005	180.405	184.775	4.37	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 >ma dici< a~ i:~ tipo in determinate zone, o più in gene[rale dappertutto]	>ma dici< a~ i:~ tipo in determinate zone, o più in gene[rale dappertutto]	ma dici a~ i~ tipo in determinate zone o più in generale dappertutto
99	BOI013	183.72	187.05	3.33	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 [in ge:~ no e:]::h in determinate zone,	[in ge:~ no e:]::h in determinate zone,	in ge~ no eh in determinate zone
100	BOI013	187.49	189.48	1.99	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 prima e:ra più tranquilla bologna	prima e:ra più tranquilla bologna	prima era più tranquilla bologna
101	BOI013	190.035	191.665	1.63	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 la gente sce~ usciva di più	la gente sce~ usciva di più	la gente sce~ usciva di più
102	BOI013	192.0	192.95	0.95	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 alla sera,	alla sera,	alla sera
103	BOI013	193.265	194.515	1.25	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 usciva di più::	usciva di più::	usciva di più
104	BOI013	194.66	195.96	1.3	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 in strada a[desso no]	in strada a[desso no]	in strada adesso no
105	BOI012	195.34	199.53	4.19	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	21	 [ma: e dopo] due anni di covid non è che >tutti vanno all'este~< e la gen[te che esce] cioè: [>gina<]	[ma: e dopo] due anni di covid non è che >tutti vanno all'este~< e la gen[te che esce] cioè: [>gina<]	ma e dopo due anni di covid non è che tutti vanno all' este~ e la gente che esce cioè gina
106	BOI013	198.31	198.85	0.54	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [°m:h°]	[°m:h°]	mh
107	BOI013	199.193	200.685	1.492	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [°ma° non] c'entra u covid	[°ma° non] c'entra u covid	ma non c' entra u covid
108	BOI012	200.685	201.005	0.32	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 ah eh	ah eh	ah eh
109	BOI013	201.2	202.11	0.91	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [non centra]	[non centra]	non centra
110	BOI012	201.21	202.6	1.39	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	 [ah centra {P}] c'entra	[ah centra {P}] c'entra	ah centra {P} c' entra
111	BOI013	202.635	205.325	2.69	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	 no: la: gente ha più paura di uscire {P} di sera	no: la: gente ha più paura di uscire {P} di sera	no la gente ha più paura di uscire {P} di sera
112	BOR005	205.61	205.82	0.21	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mh	mh	mh
113	BOI013	205.895	206.715	0.82	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 ha più paura	ha più paura	ha più paura
114	BOI012	206.765	208.387	1.622	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 ah io tutta sta paura non °m:::h°	ah io tutta sta paura non °m:::h°	ah io tutta sta paura non mh
115	BOR005	208.475	210.595	2.12	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 >e quindi tu non lo noti< ques[to cambiam]ento in p[eggio]	>e quindi tu non lo noti< ques[to cambiam]ento in p[eggio]	e quindi tu non lo noti questo cambiamento in peggio
116	BOI012	209.415	209.795	0.38	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [no]	[no]	no
117	BOI012	210.135	210.575	0.44	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [no]	[no]	no
118	BOI013	210.315	211.015	0.7	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [°ah°] io m:h	[°ah°] io m:h	ah io mh
119	BOI013	211.415	212.995	1.58	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 io abitavo in stazione centrale,	io abitavo in stazione centrale,	io abitavo in stazione centrale
120	BOI012	213.0	215.84	2.84	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	 xxx {P} traffico, magari c'è più [traffico],	xxx {P} traffico, magari c'è più [traffico],	xxx {P} traffico magari c' è più traffico
121	BOI013	215.17	216.02	0.85	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [si no]ta	[si no]ta	si nota
122	BOI012	216.59	217.78	1.19	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 però: cioè::: [mh]	però: cioè::: [mh]	però cioè mh
123	BOI013	217.63	219.13	1.5	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [la] differenza enrico	[la] differenza enrico	la differenza enrico
124	BOR005	220.87	223.65	2.78	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 ma che in che senso questa differenza che non ho [ben capito]	ma che in che senso questa differenza che non ho [ben capito]	ma che in che senso questa differenza che non ho ben capito
125	BOI013	222.99	227.08	4.09	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 [che prima >cio]è< e::: io abitavo::: >e enri~< io abitavo in stazione centra[le]	[che prima >cio]è< e::: io abitavo::: >e enri~< io abitavo in stazione centra[le]	che prima cioè e io abitavo e enri~ io abitavo in stazione centrale
126	BOI012	226.955	227.355	0.4	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [m:h]	[m:h]	mh
127	BOI013	227.355	229.075	1.72	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 io tornavo a casa senza problemi	io tornavo a casa senza problemi	io tornavo a casa senza problemi
128	BOI012	229.135	232.115	2.98	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	 sì {P} poi hanno fatto esplodere una bomba gina è cambiato tutto	sì {P} poi hanno fatto esplodere una bomba gina è cambiato tutto	sì {P} poi hanno fatto esplodere una bomba gina è cambiato tutto
129	BOR005	231.068	231.622	0.554	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
130	BOI013	233.735	234.875	1.14	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 °che cavolo dici°	°che cavolo dici°	che cavolo dici
131	BOI012	235.015	235.935	0.92	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 ah che ca[volo dici]	ah che ca[volo dici]	ah che cavolo dici
132	BOI013	235.465	236.885	1.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 [non è la] bomba enrico	[non è la] bomba enrico	non è la bomba enrico
133	BOI013	237.255	238.145	0.89	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 >prima si u~ si<	>prima si u~ si<	prima si u~ si
134	BOI013	238.31	240.39	2.08	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 c'è troppa:: delinquenza in giro	c'è troppa:: delinquenza in giro	c' è troppa delinquenza in giro
135	BOI013	240.61	242.63	2.02	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 troppe persone, troppo spac[cio],	troppe persone, troppo spac[cio],	troppe persone troppo spaccio
136	BOI012	242.52	244.99	2.47	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 [ma] quando vai tu in centro (lascia [sta~) (m]a quando) ci vai	[ma] quando vai tu in centro (lascia [sta~) (m]a quando) ci vai	ma quando vai tu in centro lascia sta~ ma quando ci vai
137	BOI013	243.92	244.24	0.32	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]?	[eh]?	eh
138	BOI012	245.345	246.255	0.91	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [quando sei s]tata	[quando sei s]tata	quando sei stata
139	BOI013	245.35	245.98	0.63	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [ercole:]	[ercole:]	ercole
140	BOI012	246.59	247.66	1.07	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 l'ultima volta in centro	l'ultima volta in centro	l' ultima volta in centro
