tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
20	PKP031	48.91	51.34	2.43	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 xxxxx [non vengono mai i ladri xxxx]	xxxxx [non vengono mai i ladri xxxx]	xxxxx non vengono mai i ladri xxxx
21	PKP012	49.44	54.99	5.55	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	21	 [come se foste via {P} EH NO vabbé] ma non puoi scongiurare che non vengano mai e [proprio quella volta là vengono].	[come se foste via {P} EH NO vabbé] ma non puoi scongiurare che non vengano mai e [proprio quella volta là vengono].	come se foste via {P} eh no vabbé ma non puoi scongiurare che non vengano mai e proprio quella volta là vengono
22	PKP031	53.455	56.545	3.09	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	1	0	7	 [lo so] {P} stavolta ho avuto °abbastanza fortuna° {ride}	[lo so] {P} stavolta ho avuto °abbastanza fortuna° {ride}	lo so {P} stavolta ho avuto abbastanza fortuna {ride}
23	PKP031	57.15	60.73	3.58	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	16	 però spero che non capiti mai più °cioè° che almeno uno dei due {P} sia a [casa]	però spero che non capiti mai più °cioè° che almeno uno dei due {P} sia a [casa]	però spero che non capiti mai più cioè che almeno uno dei due {P} sia a casa
24	PKP012	60.6	62.54	1.94	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 [e] e a che ora l'hai vista poi?	[e] e a che ora l'hai vista poi?	e e a che ora l' hai vista poi
25	PKP031	62.715	66.7	3.985	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 eh (mia) [sorella io] non la vedo da::: da venerdì	eh (mia) [sorella io] non la vedo da::: da venerdì	eh mia sorella io non la vedo da da venerdì
26	PKP012	63.38	64.15	0.77	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [eh (your)]	[eh (your)]	eh your
27	PKP038	66.77	67.35	0.58	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
28	PKP012	66.86	67.42	0.56	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 okay	okay	okay
29	PKP031	67.64	72.93	5.29	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	22	 x è passata per casa >perché ho visto che è passata per casa< ma °non so dove sia° adesso sarà sempre là con.	x è passata per casa >perché ho visto che è passata per casa< ma °non so dove sia° adesso sarà sempre là con.	x è passata per casa perché ho visto che è passata per casa ma non so dove sia adesso sarà sempre là con
30	PKP012	72.94	75.23	2.29	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 e i tuoi quando tornano stasera? o domani,	e i tuoi quando tornano stasera? o domani,	e i tuoi quando tornano stasera o domani
31	PKP031	76.01	77.87	1.86	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 tornano: adesso (qua)	tornano: adesso (qua)	tornano adesso qua
32	PKP031	79.245	80.865	1.62	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 NO NO mia mamma ha lezione	NO NO mia mamma ha lezione	no no mia mamma ha lezione
33	PKP012	81.42	81.68	0.26	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 EH	EH	eh
34	PKP012	81.985	83.655	1.67	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 in didattica a distanza?	in didattica a distanza?	in didattica a distanza
35	PKP031	84.15	84.827	0.677	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1, sì{P}	2	 °sì°{P} ara beppe	°sì°{P} ara beppe	sì{P} ara beppe
36	PKP012	85.815	86.585	0.77	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 eh. alleluia	eh. alleluia	eh alleluia
37	PKP038	87.463	87.823	0.36	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 °dov'è?°	°dov'è?°	dov' è
38	PKP012	88.625	89.225	0.6	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 in fon[do],	in fon[do],	in fondo
39	PKP031	88.81	89.66	0.85	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [là in fondo],	[là in fondo],	là in fondo
40	PKP012	91.16	93.55	2.39	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	6	 la sandra è sempre quella ritardataria {ride}	la sandra è sempre quella ritardataria {ride}	la sandra è sempre quella ritardataria {ride}
41	PKP031	93.59	95.14	1.55	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 sì ma la sandra c'è:: [va~]	sì ma la sandra c'è:: [va~]	sì ma la sandra c' è va~
42	PKP038	94.85	97.94	3.09	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 [perché] dice un orario [però poi] l'autobus passa a un altro [orario].	[perché] dice un orario [però poi] l'autobus passa a un altro [orario].	perché dice un orario però poi l' autobus passa a un altro orario
43	PKP031	96.03	96.58	0.55	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [NO uno]	[NO uno]	no uno
44	PKP031	97.515	101.095	3.58	True	0	0	0	0	0	0	0	0	False	False	False	False	True	42=0.425,45=1.200	0	0	0	14	 [QUATTRO e mezza ci sta] perché comunque un'ora e mezza va bene ma:	[QUATTRO e mezza ci sta] perché comunque un'ora e mezza va bene ma:	quattro e mezza ci sta perché comunque un' ora e mezza va bene ma
45	PKP012	97.96	99.16	1.2	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [(sono) le quaranta],	[(sono) le quaranta],	sono le quaranta
46	PKP012	101.51	104.43	2.92	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	7	 sì ma alle sei chiudono tutto ciao: {ride}	sì ma alle sei chiudono tutto ciao: {ride}	sì ma alle sei chiudono tutto ciao {ride}
47	PKP038	105.12	109.95	4.83	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	18	 beh ieri sono andata a una laurea ci hanno [diviso] però {P} perché l'aveva già [prenotata °da tempo°]	beh ieri sono andata a una laurea ci hanno [diviso] però {P} perché l'aveva già [prenotata °da tempo°]	beh ieri sono andata a una laurea ci hanno diviso però {P} perché l' aveva già prenotata da tempo
48	PKP031	107.115	107.555	0.44	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [ah se]?	[ah se]?	ah se
49	PKP031	109.04	109.93	0.89	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [ma: a pranzo]?	[ma: a pranzo]?	ma a pranzo
50	PKP038	110.125	110.415	0.29	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 °sì°	°sì°	sì
51	PKP038	111.265	115.725	4.46	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	17	 [infatti non] sono riuscita a andare a canto {P} però l'ho fatto on line {P} l'ho [chiamata]	[infatti non] sono riuscita a andare a canto {P} però l'ho fatto on line {P} l'ho [chiamata]	infatti non sono riuscita a andare a canto {P} però l' ho fatto on line {P} l' ho chiamata
52	PKP012	111.315	111.765	0.45	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [come]?	[come]?	come
53	PKP031	111.6	111.83	0.23	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [di chi]?	[di chi]?	di chi
54	PKP031	115.19	115.88	0.69	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [°ah okay°]	[°ah okay°]	ah okay
55	PKP012	116.13	117.42	1.29	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 okay [belli~]	okay [belli~]	okay belli~
56	PKP031	116.94	117.49	0.55	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [ma::]	[ma::]	ma
57	PKP038	116.99	120.66	3.67	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	 [xx perché ho] fatto le corse da vicenza {P} [DA] THIENE	[xx perché ho] fatto le corse da vicenza {P} [DA] THIENE	xx perché ho fatto le corse da vicenza {P} da thiene
58	PKP012	119.89	120.32	0.43	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [(wow)]	[(wow)]	wow
59	PKP031	120.67	121.62	0.95	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 MA chi è >che si è laureato<?	MA chi è >che si è laureato<?	ma chi è che si è laureato
60	PKP038	121.8	126.76	4.96	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	20	 una eh quella che faceva danza con me non so se ve la ricordate {P} che c'era alla mia laurea	una eh quella che faceva danza con me non so se ve la ricordate {P} che c'era alla mia laurea	una eh quella che faceva danza con me non so se ve la ricordate {P} che c' era alla mia laurea
61	PKP038	127.495	130.065	2.57	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	 forse era in [pantaloni {P} °e giacchetta°]	forse era in [pantaloni {P} °e giacchetta°]	forse era in pantaloni {P} e giacchetta
62	PKP031	128.205	130.044	1.839	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [AH: okay sì]	[AH: okay sì]	ah okay sì
63	PKP031	130.41	131.82	1.41	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 °xxx mi ricordo qual~°	°xxx mi ricordo qual~°	xxx mi ricordo qual~
64	PKP038	131.83	132.23	0.4	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 FLAVIA	FLAVIA	flavia
65	PKP038	132.545	133.085	0.54	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 °coi capelli lunghi°	°coi capelli lunghi°	coi capelli lunghi
66	PKP012	133.36	134.93	1.57	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 non mi è nuovo sto no[me]	non mi è nuovo sto no[me]	non mi è nuovo sto nome
67	PKP038	134.7	135.1	0.4	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]	[eh]	eh
68	PKP031	136.225	139.635	3.41	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 ma [michi ma n~ non esce da quei buchetti] la:: il:	ma [michi ma n~ non esce da quei buchetti] la:: il:	ma michi ma n~ non esce da quei buchetti la il
69	PKP038	136.535	138.295	1.76	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [CENTODIECI E LODE],	[CENTODIECI E LODE],	centodieci e lode
70	PKP012	139.68	144.47	4.79	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	 BOH sono quelli che mi ha dato la farmacia se le [vendono loro dovrebbero essere:]	BOH sono quelli che mi ha dato la farmacia se le [vendono loro dovrebbero essere:]	boh sono quelli che mi ha dato la farmacia se le vendono loro dovrebbero essere
71	PKP031	142.6	144.78	2.18	True	0	0	0	0	0	0	0	0	False	False	False	False	True	70=1.870,72=0.245	1	0	0	5	 [°ah okay allora {P} sì sì°]	[°ah okay allora {P} sì sì°]	ah okay allora {P} sì sì
72	PKP038	144.535	144.995	0.46	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [co]sa?	[co]sa?	cosa
73	PKP012	145.31	145.85	0.54	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [queste]	[queste]	queste
74	PKP031	145.405	148.405	3.0	True	0	0	0	0	0	0	0	0	False	False	False	False	True	73=0.445,75=0.850,76=0.280	0	0	0	11	 [(ma dici) che tra] i buchetti non è che che trapas[sa]?	[(ma dici) che tra] i buchetti non è che che trapas[sa]?	ma dici che tra i buchetti non è che che trapassa
75	PKP038	145.89	146.74	0.85	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [è simile alla mia],	[è simile alla mia],	è simile alla mia
76	PKP012	148.125	151.215	3.09	True	0	0	0	0	0	0	0	0	False	False	False	False	True	74=0.280	0	0	0	12	 [sì] è xx no eh (cioè) se la vende la [farmacia] non penso.	[sì] è xx no eh (cioè) se la vende la [farmacia] non penso.	sì è xx no eh cioè se la vende la farmacia non penso
77	PKP031	150.13	150.57	0.44	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
78	PKP038	153.0	153.91	0.91	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 tanto ha il naso fuori	tanto ha il naso fuori	tanto ha il naso fuori
79	PKP012	154.66	158.77	4.11	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	19	 perché se no mi si [appannano gli occhiali] non lo faccio apposta è che [>mi si appannano gli occhiali<]	perché se no mi si [appannano gli occhiali] non lo faccio apposta è che [>mi si appannano gli occhiali<]	perché se no mi si appannano gli occhiali non lo faccio apposta è che mi si appannano gli occhiali
80	PKP031	155.46	156.59	1.13	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [no vabbè ma:]	[no vabbè ma:]	no vabbè ma
81	PKP038	157.87	168.0	10.13	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	26	 [BEH il nonno] di tiktokay ha detto che c'è un trucco {P} devi metterti un fazzoletto messo qua piegato [{P} e stringi bene e non si appanna]	[BEH il nonno] di tiktokay ha detto che c'è un trucco {P} devi metterti un fazzoletto messo qua piegato [{P} e stringi bene e non si appanna]	beh il nonno di tiktokay ha detto che c' è un trucco {P} devi metterti un fazzoletto messo qua piegato {P} e stringi bene e non si appanna
82	PKP031	164.2	167.44	3.24	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 [>oppure< devi stringere BENE BENE e mettere gli occhiali su]	[>oppure< devi stringere BENE BENE e mettere gli occhiali su]	oppure devi stringere bene bene e mettere gli occhiali su
83	PKP038	168.535	169.995	1.46	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 il nonno di tiktok,	il nonno di tiktok,	il nonno di tiktok
84	PKP038	170.66	178.06	7.4	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	20	 in realtà è una tizia che me~ che fa sempre: {P} i gli indovinelli a suo nonno {P} e [li sa TUTTI]	in realtà è una tizia che me~ che fa sempre: {P} i gli indovinelli a suo nonno {P} e [li sa TUTTI]	in realtà è una tizia che me~ che fa sempre {P} i gli indovinelli a suo nonno {P} e li sa tutti
85	PKP031	177.035	178.375	1.34	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [A:::h]	[A:::h]	ah
86	PKP031	178.41	178.83	0.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 (°capito°)	(°capito°)	capito
87	PKP012	178.86	179.98	1.12	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 ma secon[do me],	ma secon[do me],	ma secondo me
88	PKP038	179.265	180.555	1.29	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 [e quindi] è diventato <famoso>	[e quindi] è diventato <famoso>	e quindi è diventato famoso
89	PKP012	180.595	182.385	1.79	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 ma secondo me si preparano prima	ma secondo me si preparano prima	ma secondo me si preparano prima
90	PKP012	182.555	183.225	0.67	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 perché dai	perché dai	perché dai
91	PKP031	183.32	184.99	1.67	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 beh beppe allora puo' anche sedersi qua	beh beppe allora puo' anche sedersi qua	beh beppe allora puo' anche sedersi qua
92	PKP031	185.72	186.07	0.35	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 °eh:°	°eh:°	eh
93	PKP012	186.095	187.415	1.32	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 è la nella che [sta:]	è la nella che [sta:]	è la nella che sta
94	PKP038	186.84	188.65	1.81	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [NO NO] NO non si preparano	[NO NO] NO non si preparano	no no no non si preparano
95	PKP038	189.71	194.13	4.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	 ma i nonni sai che gli indovinelli e tutte le i detti li sanno tutti a memoria	ma i nonni sai che gli indovinelli e tutte le i detti li sanno tutti a memoria	ma i nonni sai che gli indovinelli e tutte le i detti li sanno tutti a memoria
96	PKP012	195.64	199.06	3.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 O la giulia ha preso questo autobus o viene con i suoi.	O la giulia ha preso questo autobus o viene con i suoi.	o la giulia ha preso questo autobus o viene con i suoi
97	PKP038	199.235	200.455	1.22	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 devi sederti là,	devi sederti là,	devi sederti là
98	PKP011	200.55	201.725	1.175	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 buonasera bellezze.	buonasera bellezze.	buonasera bellezze
99	PKP031	201.745	204.395	2.65	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	 NO vabbé ma siamo in quattro [{P} o la ale]	NO vabbé ma siamo in quattro [{P} o la ale]	no vabbé ma siamo in quattro {P} o la ale
100	PKP012	203.405	206.225	2.82	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 [NO lui puoi] stare è la ale che deve [andare]	[NO lui puoi] stare è la ale che deve [andare]	no lui puoi stare è la ale che deve andare
101	PKP031	205.65	209.97	4.32	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	15	 [beppe] puoi sederti qua [{P} però] dovremo fare in modo che ci puliscano la roba qua	[beppe] puoi sederti qua [{P} però] dovremo fare in modo che ci puliscano la roba qua	beppe puoi sederti qua {P} però dovremo fare in modo che ci puliscano la roba qua
102	PKP011	206.745	208.075	1.33	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [sì eh xxx]	[sì eh xxx]	sì eh xxx
103	PKP012	210.5	211.02	0.52	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 non so,	non so,	non so
104	PKP031	211.035	211.835	0.8	True	0	0	0	0	0	0	0	0	False	False	False	False	True	_	0	0	0	3	 eh da ades[so]	eh da ades[so]	eh da adesso
105	PKP038	211.89	215.24	3.35	True	0	0	0	0	0	0	0	0	False	False	False	False	True	106=0.250	0	0	0	11	 [vabbè] adesso andiamo là e:: andiamo a vedere le paste [(dai)]	[vabbè] adesso andiamo là e:: andiamo a vedere le paste [(dai)]	vabbè adesso andiamo là e andiamo a vedere le paste dai
106	PKP031	214.99	216.82	1.83	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [andate] voi due e dopo andiamo::	[andate] voi due e dopo andiamo::	andate voi due e dopo andiamo
107	PKP012	216.985	218.745	1.76	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 MA non prendete [anche] per noi?	MA non prendete [anche] per noi?	ma non prendete anche per noi
108	PKP031	217.75	218.03	0.28	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [io e te]	[io e te]	io e te
109	PKP038	219.465	221.545	2.08	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 °eh xx bigné al cioccolato,°	°eh xx bigné al cioccolato,°	eh xx bigné al cioccolato
110	PKP012	221.66	223.18	1.52	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 e un tè al <limone>	e un tè al <limone>	e un tè al limone
111	PKP031	223.91	229.99	6.08	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	 io prendo eh: xxx {P} un no non lo so vengo anch'io	io prendo eh: xxx {P} un no non lo so vengo anch'io	io prendo eh xxx {P} un no non lo so vengo anch' io
112	PKP012	232.505	233.585	1.08	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	 ma fai {P} [coda]	ma fai {P} [coda]	ma fai {P} coda
113	PKP031	233.195	235.685	2.49	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [°michi] occio° lascialo lì	[°michi] occio° lascialo lì	michi occio lascialo lì
114	PKP038	254.12	255.15	1.03	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 °sono un genio,°	°sono un genio,°	sono un genio
115	PKP038	256.36	259.269	2.909	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	 °sono un genio dicono che non ci si puo' più salutare (con il gomito)°	°sono un genio dicono che non ci si puo' più salutare (con il gomito)°	sono un genio dicono che non ci si puo' più salutare con il gomito
116	PKP012	259.459	259.8	0.341	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 NO	NO	no
117	PKP012	260.695	261.555	0.86	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 se: va ben	se: va ben	se va ben
118	PKP031	313.06	314.24	1.18	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 °okay ho scelto°	°okay ho scelto°	okay ho scelto
119	PKP012	315.585	317.245	1.66	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 ma avete preso anche per me vero?	ma avete preso anche per me vero?	ma avete preso anche per me vero
120	PKP031	317.53	319.42	1.89	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 e tu cos~ no beh >gliel'ave[vi< detto alla linda],	e tu cos~ no beh >gliel'ave[vi< detto alla linda],	e tu cos~ no beh gliel' avevi detto alla linda
121	PKP012	318.93	320.35	1.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [sì] gliel'ho detto alla flavia	[sì] gliel'ho detto alla flavia	sì gliel' ho detto alla flavia
122	PKP031	320.445	323.085	2.64	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	 °(adesso) gli {P} chiediamo a lei se riesce a:°	°(adesso) gli {P} chiediamo a lei se riesce a:°	adesso gli {P} chiediamo a lei se riesce a
123	PKP012	324.98	327.4	2.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 ma dovrebbe farlo perché ogni tanto devono uscire	ma dovrebbe farlo perché ogni tanto devono uscire	ma dovrebbe farlo perché ogni tanto devono uscire
124	PKP012	330.1	330.62	0.52	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 e buondì	e buondì	e buondì
