tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
42	BO040	105.61	108.921	3.311	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 <°e::h=l' a[nno s]ì duemilaquind[ici sedici.°>]	<°e::h=l' a[nno s]ì duemilaquind[ici sedici.°>]	eh l' anno sì duemilaquindici sedici
43	BO041	106.4	106.82	0.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì.]	[sì.]	sì
44	BO026	107.875	113.001	5.126	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	 [avete già tutti i te]sti una parte::: una parte dei testi è la stessa,	[avete già tutti i te]sti una parte::: una parte dei testi è la stessa,	avete già tutti i testi una parte una parte dei testi è la stessa
45	BO041	113.366	116.11	2.744	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 e::h=s[ì erano tutte le dispense]:	e::h=s[ì erano tutte le dispense]:	eh sì erano tutte le dispense
46	BO026	114.1	115.821	1.721	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	 [per la seconda parte {P} sì.]	[per la seconda parte {P} sì.]	per la seconda parte {P} sì
47	BO040	116.35	116.773	0.423	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 <sì.>	<sì.>	sì
48	BO026	116.871	117.39	0.519	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 okay.	okay.	okay
49	BO026	117.771	118.68	0.909	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 e mi dica.	e mi dica.	e mi dica
50	BO040	118.73	120.663	1.933	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 e:h io sono azzurri,	e:h io sono azzurri,	eh io sono azzurri
51	BO040	121.02	121.65	0.63	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 maria.	maria.	maria
52	BO026	129.761	130.22	0.459	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 e lei?	e lei?	e lei
53	BO041	130.5	131.901	1.401	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 luciana marroni.	luciana marroni.	luciana marroni
54	BO026	134.87	135.46	0.59	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 marroni?	marroni?	marroni
55	BO041	135.633	135.835	0.202	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 sì.	sì.	sì
56	BO026	135.835	136.126	0.291	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mh,	mh,	mh
57	BO026	136.7	139.29	2.59	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 quindi il programma è quello della::	quindi il programma è quello della::	quindi il programma è quello della
58	BO026	144.405	145.865	1.46	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 duemilaquindici sedici.	duemilaquindici sedici.	duemilaquindici sedici
59	BO040	145.93	146.27	0.34	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 <°sì.°>	<°sì.°>	sì
60	BO026	146.581	146.846	0.265	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mh,	mh,	mh
61	BO026	147.89	152.9	5.01	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 la parte comune è il tipo di prova cioè il colloquio orale del,	la parte comune è il tipo di prova cioè il colloquio orale del,	la parte comune è il tipo di prova cioè il colloquio orale del
62	BO026	153.593	154.84	1.247	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 e::h=mh	e::h=mh	eh mh
63	BO026	156.436	159.421	2.985	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 centrato sull' analisi della: sequenza trascritta.	centrato sull' analisi della: sequenza trascritta.	centrato sull' analisi della sequenza trascritta
64	BO041	159.675	160.363	0.688	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 °o[kay.°]	°o[kay.°]	okay
65	BO040	159.946	160.748	0.802	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [<°d' acco]rdo.°>	[<°d' acco]rdo.°>	d' accordo
66	BO026	160.87	164.42	3.55	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 e e=e:h anche una parte dei testi per preparare,	e e=e:h anche una parte dei testi per preparare,	e e eh anche una parte dei testi per preparare
67	BO040	165.351	175.97	10.619	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	23	 sì [son]o quell[i che sono s]ull[a::]=m:h sul suo sito [ecc]o [di]:: {P} didattica dell' italiano elle due [son]o tutti [que]lli c[he ha elencato.]	sì [son]o quell[i che sono s]ull[a::]=m:h sul suo sito [ecc]o [di]:: {P} didattica dell' italiano elle due [son]o tutti [que]lli c[he ha elencato.]	sì sono quelli che sono sulla mh sul suo sito ecco di {P} didattica dell' italiano elle due sono tutti quelli che ha elencato
68	BO026	165.48	165.778	0.298	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [(la,)]	[(la,)]	la
69	BO026	166.168	167.16	0.992	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [secondo ann~]	[secondo ann~]	secondo ann~
70	BO026	167.425	167.686	0.261	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì.]	[sì.]	sì
71	BO026	170.125	170.391	0.266	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì.]	[sì.]	sì
72	BO026	170.886	171.12	0.234	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì.]	[sì.]	sì
73	BO026	173.501	173.758	0.257	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì.]	[sì.]	sì
74	BO026	174.098	174.331	0.233	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì.]	[sì.]	sì
75	BO026	174.723	179.045	4.322	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 [ho ho messo quelli di q]uest' anno che integrano quelli dell' anno scorso,	[ho ho messo quelli di q]uest' anno che integrano quelli dell' anno scorso,	ho ho messo quelli di quest' anno che integrano quelli dell' anno scorso
76	BO026	179.473	182.851	3.378	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 e sono anche dei dati nuovi ma sono lì trovate degli esempi.	e sono anche dei dati nuovi ma sono lì trovate degli esempi.	e sono anche dei dati nuovi ma sono lì trovate degli esempi
77	BO026	183.191	183.42	0.229	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mh,	mh,	mh
78	BO040	183.515	183.97	0.455	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [okay.]	[okay.]	okay
79	BO041	183.515	183.98	0.465	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [okay.]	[okay.]	okay
80	BO026	184.076	186.95	2.874	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 lì trovate gli esempi trovate le slide le,	lì trovate gli esempi trovate le slide le,	lì trovate gli esempi trovate le slide le
81	BO026	187.51	187.828	0.318	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 ma,	ma,	ma
82	BO026	189.138	189.69	0.552	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 non sono	non sono	non sono
83	BO026	190.098	194.573	4.475	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 questi materiali fondamentali i fondamentali sono quelli che sono nel programma,	questi materiali fondamentali i fondamentali sono quelli che sono nel programma,	questi materiali fondamentali i fondamentali sono quelli che sono nel programma
84	BO026	195.465	205.095	9.63	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	24	 ne:l nei materiali didattici online trovate le esemplificazioni gli esempi {P} i testi che abbiamo utilizzato in classe pe:r per esemplificare il tipo di analisi.	ne:l nei materiali didattici online trovate le esemplificazioni gli esempi {P} i testi che abbiamo utilizzato in classe pe:r per esemplificare il tipo di analisi.	nel nei materiali didattici online trovate le esemplificazioni gli esempi {P} i testi che abbiamo utilizzato in classe per per esemplificare il tipo di analisi
85	BO040	205.38	206.316	0.936	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	0	 °<d'[accordo.>°]	°<d'[accordo.>°]	d'accordo.
86	BO026	205.636	206.31	0.674	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [d' accordo,]	[d' accordo,]	d' accordo
87	BO040	206.686	207.376	0.69	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 °<va b[ene.>°]	°<va b[ene.>°]	va bene
88	BO041	207.046	209.891	2.845	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 [perc]hé le dispense le avevate lasciate anche da::	[perc]hé le dispense le avevate lasciate anche da::	perché le dispense le avevate lasciate anche da
89	BO041	210.296	210.85	0.554	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 d[a::]	d[a::]	da
90	BO026	210.63	211.27	0.64	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [ro]:[si]	[ro]:[si]	rosi
91	BO041	211.161	211.775	0.614	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [ro]ssi.	[ro]ssi.	rossi
92	BO026	211.775	212.01	0.235	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 sì.	sì.	sì
93	BO041	212.32	214.966	2.646	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 quindi le ho prese lì xx quindi sarebbero tutte:	quindi le ho prese lì xx quindi sarebbero tutte:	quindi le ho prese lì xx quindi sarebbero tutte
94	BO041	215.631	216.53	0.899	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 sarebbero:	sarebbero:	sarebbero
95	BO026	216.62	217.536	0.916	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 quelle dell' anno scor[so?]	quelle dell' anno scor[so?]	quelle dell' anno scorso
96	BO041	217.396	217.77	0.374	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [s]sì.	[s]sì.	ssì
97	BO026	217.891	218.153	0.262	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 °sì.°	°sì.°	sì
98	BO026	218.761	219.0	0.239	True	0	0	0	0	0	0	0	False	False	False	False	True	_	0	0	0	1	 s[ì.]	s[ì.]	sì
99	BO041	219.07	219.291	0.221	True	0	0	0	0	0	0	0	False	False	False	False	True	_	0	0	0	1	 [°o]kay.°	[°o]kay.°	okay
100	BO026	220.06	227.35	7.29	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	24	 quest' anno:: ho mandato quelle di quest' anno ma ci sono delle variazioni ci sono dei testi nuovi e poi °quelli che trovate online°.	quest' anno:: ho mandato quelle di quest' anno ma ci sono delle variazioni ci sono dei testi nuovi e poi °quelli che trovate online°.	quest' anno ho mandato quelle di quest' anno ma ci sono delle variazioni ci sono dei testi nuovi e poi quelli che trovate online
101	BO026	227.625	232.4	4.775	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	 online trovate degli esempi che potete utilizzare anche se il programma dell' anno s[corso.]	online trovate degli esempi che potete utilizzare anche se il programma dell' anno s[corso.]	online trovate degli esempi che potete utilizzare anche se il programma dell' anno scorso
102	BO041	231.59	232.41	0.82	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [okay.]	[okay.]	okay
103	BO026	232.84	235.625	2.785	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 ma per quanto riguarda i testi d' esa[me,]	ma per quanto riguarda i testi d' esa[me,]	ma per quanto riguarda i testi d' esame
104	BO041	235.412	235.94	0.528	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [°mh] mh.°	[°mh] mh.°	mh mh
105	BO026	236.655	239.301	2.646	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 attenetevi al programma duemilaquindici [sedici.]	attenetevi al programma duemilaquindici [sedici.]	attenetevi al programma duemilaquindici sedici
106	BO041	238.76	239.466	0.706	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [°okay.°]	[°okay.°]	okay
107	BO040	238.901	240.33	1.429	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [°duemila]sedici.°	[°duemila]sedici.°	duemilasedici
108	BO026	240.41	241.06	0.65	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	0	 d'[accordo?]	d'[accordo?]	d'accordo?
109	BO041	240.54	241.06	0.52	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [va bene.]	[va bene.]	va bene
110	BO040	241.1	241.84	0.74	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 per[fetto.]	per[fetto.]	perfetto
111	BO026	241.29	243.49	2.2	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 [perché x] lo avevate già preso perché,	[perché x] lo avevate già preso perché,	perché x lo avevate già preso perché
112	BO040	243.49	244.43	0.94	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 °sì. (i[nfatti).°]	°sì. (i[nfatti).°]	sì infatti
113	BO026	243.9	247.045	3.145	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 [la parte]comune è xx [xx l' orale.]	[la parte]comune è xx [xx l' orale.]	la partecomune è xx xx l' orale
114	BO040	245.796	247.685	1.889	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [<io ho già tutt][o::]>	[<io ho già tutt][o::]>	io ho già tutto
115	BO026	247.376	247.64	0.264	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì.]	[sì.]	sì
116	BO026	248.171	248.763	0.592	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 v[a bene,]	v[a bene,]	va bene
117	BO040	248.4	249.308	0.908	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [ho gi]à tutto.	[ho gi]à tutto.	ho già tutto
118	BO040	249.441	250.466	1.025	True	0	0	0	0	0	0	0	False	False	False	False	True	120=0.258,119=0.565	0	0	0	1	 °p[erfetto.°]	°p[erfetto.°]	perfetto
119	BO041	249.643	250.208	0.565	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [°va bene.°]	[°va bene.°]	va bene
120	BO026	250.208	250.801	0.593	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [va] bene.	[va] bene.	va bene
121	BO040	250.83	251.805	0.975	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 grazie mille.	grazie mille.	grazie mille
122	BO040	251.937	253.66	1.723	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 a[rrivederci] grazie.	a[rrivederci] grazie.	arrivederci grazie
123	BO026	252.026	252.805	0.779	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [arrivederci.]	[arrivederci.]	arrivederci
