tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
18	PKP094	49.766	51.586	1.82	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 sicché ho [dovuto (mezzo)aspettare] e scusa e,	sicché ho [dovuto (mezzo)aspettare] e scusa e,	sicché ho dovuto mezzoaspettare e scusa e
19	PKP094	53.87	57.67	3.8	True	0	0	0	0	0	0	0	False	False	False	False	True	20=0.455,21=1.500	0	0	0	8	 oltretutto il parcheggio è strapieno: [bisogna sta~ lì]	oltretutto il parcheggio è strapieno: [bisogna sta~ lì]	oltretutto il parcheggio è strapieno bisogna sta~ lì
20	PKP056	55.59	56.045	0.455	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh,]	[eh,]	eh
21	PKP093	56.17	60.874	4.704	True	0	0	0	0	0	0	0	False	False	False	False	True	19=1.500,22+23=0.414	0	0	0	7	 [ma dove:] ma dov'è l'allenamento	[ma dove:] ma dov'è l'allenamento	ma dove ma dov' è l' allenamento
22	PKP094	58.08	61.357	3.277	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 eh sempre li::: a:: a [zo~ (zocca)]	eh sempre li::: a:: a [zo~ (zocca)]	eh sempre li a a zo~ zocca
23	PKP056	60.46	62.9	2.44	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 [oggi a zocca] oggi ho visto un v[ideo:]	[oggi a zocca] oggi ho visto un v[ideo:]	oggi a zocca oggi ho visto un video
24	PKP093	62.035	64.04	2.005	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 [ma scusa] eh ma perché non può venire da sola	[ma scusa] eh ma perché non puo' venire da sola	ma scusa eh ma perché non puo' venire da sola
25	PKP094	64.629	69.59	4.961	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	18	 no dai ora [la sera così] nce~ vien de: d'es~ d'estate {P} [a piedi] e lo so	no dai ora [la sera così] nce~ vien de: d'es~ d'estate {P} [a piedi] e lo so	no dai ora la sera così nce~ vien de d' es~ d' estate {P} a piedi e lo so
26	PKP056	64.91	66.107	1.197	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [ora è buio]	[ora è buio]	ora è buio
27	PKP093	67.866	68.535	0.669	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [sì va bene]	[sì va bene]	sì va bene
28	PKP093	69.802	70.98	1.178	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [ma che senso ha]	[ma che senso ha]	ma che senso ha
29	PKP094	69.916	72.796	2.88	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 [quelle altre sue] amiche: vanno a piedi lei non ci vuol venire	[quelle altre sue] amiche: vanno a piedi lei non ci vuol venire	quelle altre sue amiche vanno a piedi lei non ci vuol venire
30	PKP094	73.265	77.715	4.45	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 [e::] non ci piac~ non ci va neanche il pomeriggio figura[ti se o]ra	[e::] non ci piac~ non ci va neanche il pomeriggio figura[ti se o]ra	e non ci piac~ non ci va neanche il pomeriggio figurati se ora
31	PKP056	73.61	74.69	1.08	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [è una contessa]	[è una contessa]	è una contessa
32	PKP093	76.928	77.49	0.562	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [sì ma]	[sì ma]	sì ma
33	PKP094	77.855	79.915	2.06	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 ora la sera fa bene a torna~ [da sola eh]	ora la sera fa bene a torna~ [da sola eh]	ora la sera fa bene a torna~ da sola eh
34	PKP056	78.949	80.112	1.163	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [la sera dai]	[la sera dai]	la sera dai
35	PKP093	80.225	81.169	0.944	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 [ma la sera poi chi c'è]	[ma la sera poi chi c'è]	ma la sera poi chi c' è
36	PKP094	80.49	83.07	2.58	True	0	0	1	0	0	0	0	False	False	False	False	True	35=0.679,37=1.378	0	0	0	6	 [vado volentieri a prenderla °però eh:°]	[vado volentieri a prenderla °pero' eh:°]	vado volentieri a prenderla pero' eh
37	PKP056	81.618	82.996	1.378	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [eh beh nsomma dai]	[eh beh nsomma dai]	eh beh nsomma dai
38	PKP094	83.741	85.201	1.46	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 no comunque va bene quella è x	no comunque va bene quella è x	no comunque va bene quella è x
39	PKP094	85.506	89.256	3.75	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 ma non c'andava [neanche quest'estate col] pieno sole eh:	ma non c'andava [neanche quest'estate col] pieno sole eh:	ma non c' andava neanche quest' estate col pieno sole eh
40	PKP093	86.182	88.336	2.154	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 [eh so non è mica il bronx]	[eh so non è mica il bronx]	eh so non è mica il bronx
41	PKP094	89.35	94.732	5.382	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	18	 ecco quindi figurati se ci va ora ora nci (va) non torna da sola nem[meno: {P} se la paghi]	ecco quindi figurati se ci va ora ora nci (va) non torna da sola nem[meno: {P} se la paghi]	ecco quindi figurati se ci va ora ora nci va non torna da sola nemmeno {P} se la paghi
42	PKP093	92.942	96.452	3.51	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	14	 [sì ma io gli dicevo ascolta] {P} vai a piedi e non rompere le pa[lle]	[sì ma io gli dicevo ascolta] {P} vai a piedi e non rompere le pa[lle]	sì ma io gli dicevo ascolta {P} vai a piedi e non rompere le palle
43	PKP094	96.046	98.649	2.603	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	6	 #[no:] po(ve)ra citta dai su [lasci]ala stare	#[no:] po(ve)ra citta dai su [lasci]ala stare	#no: povera citta dai su lasciala stare
44	PKP093	97.692	98.051	0.359	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh:]	[eh:]	eh
45	PKP094	102.55	104.582	2.032	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 (ogg~ a te) quando so~ tornato	(ogg~ a te) quando so~ tornato	ogg~ a te quando so~ tornato
46	PKP056	104.679	105.093	0.414	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mh	mh	mh
47	PKP093	105.794	106.858	1.064	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 ma dov[e xxx]	ma dov[e xxx]	ma dove xxx
48	PKP094	106.25	116.014	9.764	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	22	 [me chia]ma la mi~ mamma dice: me~ chiama manda un messag[gio] {P} dice: puoi venire: qua [{P}] dico ti senti male, cos'è succ[esso?]	[me chia]ma la mi~ mamma dice: me~ chiama manda un messag[gio] {P} dice: puoi venire: qua [{P}] dico ti senti male, cos'è succ[esso?]	me chiama la mi~ mamma dice me~ chiama manda un messaggio {P} dice puoi venire qua {P} dico ti senti male cos' è successo
49	PKP056	110.682	111.247	0.565	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh]	[mh]	mh
50	PKP056	113.825	114.286	0.461	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh]	[mh]	mh
51	PKP093	115.6	117.241	1.641	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [ma] quando eri appena andato via?	[ma] quando eri appena andato via?	ma quando eri appena andato via
52	PKP094	117.414	121.549	4.135	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 sì. no: dico:: dice no no assolutamente no ma se puoi venire:	sì. no: dico:: dice no no assolutamente no ma se puoi venire:	sì no dico dice no no assolutamente no ma se puoi venire
53	PKP056	121.642	122.104	0.462	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mh	mh	mh
54	PKP094	122.441	124.535	2.094	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 e: io mi so~ precipitato sche~	e: io mi so~ precipitato sche~	e io mi so~ precipitato sche~
55	PKP093	125.423	126.697	1.274	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 ma: eri a p[iedi?]	ma: eri a p[iedi?]	ma eri a piedi
56	PKP094	126.19	127.678	1.488	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [co]sa: cos'è successo?	[co]sa: cos'è successo?	cosa cos' è successo
57	PKP093	127.817	128.697	0.88	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 eri a piedi?	eri a piedi?	eri a piedi
58	PKP094	128.984	130.457	1.473	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 no con la macchina	no con la macchina	no con la macchina
59	PKP093	131.746	132.407	0.661	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 (ma anche) lì	(ma anche) lì	ma anche lì
60	PKP094	132.622	135.22	2.598	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 dice: no eh gli ho portato l'acq[ua]	dice: no eh gli ho portato l'acq[ua]	dice no eh gli ho portato l' acqua
61	PKP093	134.81	137.886	3.076	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 [ah] o[k v]abbè io non lo sapevo ci sta	[ah] o[k v]abbè io non lo sapevo ci sta	ah ok vabbè io non lo sapevo ci sta
62	PKP056	135.257	135.717	0.46	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]	[eh]	eh
63	PKP094	139.78	143.35	3.57	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 e dice guarda: ieri sera ieri è arrivata:: na lettera al babbo	e dice guarda: ieri sera ieri è arrivata:: na lettera al babbo	e dice guarda ieri sera ieri è arrivata na lettera al babbo
64	PKP094	143.85	150.644	6.794	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	 una multa che ha preso in germania con l'a~ con l'autovelox la sua la sua targa	una multa che ha preso in germania con l'a~ con l'autovelox la sua la sua targa	una multa che ha preso in germania con l' a~ con l' autovelox la sua la sua targa
65	PKP093	145.973	150.714	4.741	True	0	0	0	0	0	0	0	False	False	False	True	False	_	0	1	0	0	 {ride}]	{ride}]	{ride}
66	PKP094	151.06	155.26	4.2	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 dice guarda qua una lettera dalla polizia: del reno westfalia	dice guarda qua una lettera dalla polizia: del reno westfalia	dice guarda qua una lettera dalla polizia del reno westfalia
67	PKP093	152.443	153.622	1.179	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
68	PKP093	154.798	164.248	9.45	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
69	PKP094	156.96	160.818	3.858	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 [dice: a ce]ntoQUARANTATRÉ chilometri or[ari]	[dice: a ce]ntoQUARANTATRÉ chilometri or[ari]	dice a centoquarantatré chilometri orari
70	PKP056	157.121	158.089	0.968	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [cosa ridi?]	[cosa ridi?]	cosa ridi
71	PKP056	160.648	163.56	2.912	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 [ma] xx ci ridi? l'è mica una cosa da ridere [eh]	[ma] xx ci ridi? l'è mica una cosa da ridere [eh]	ma xx ci ridi l' è mica una cosa da ridere eh
72	PKP094	163.363	170.524	7.161	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 [ce]ntoquarantatrè chilometri orari su un limite di centotrent[a tredici chilome]tri dai vabbè dai	[ce]ntoquarantatrè chilometri orari su un limite di centotrent[a tredici chilome]tri dai vabbè dai	centoquarantatrè chilometri orari su un limite di centotrenta tredici chilometri dai vabbè dai
73	PKP093	165.203	166.695	1.492	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
74	PKP093	166.977	168.263	1.286	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
75	PKP056	167.489	168.863	1.374	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [ma è una roba da ridere?]	[ma è una roba da ridere?]	ma è una roba da ridere
76	PKP094	171.003	173.41	2.407	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 e qui dice fagli la xx e [io:]	e qui dice fagli la xx e [io:]	e qui dice fagli la xx e io
77	PKP056	172.985	175.386	2.401	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 [non] è manco arrivato a xxx [eh]	[non] è manco arrivato a xxx [eh]	non è manco arrivato a xxx eh
78	PKP094	174.33	177.42	3.09	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 [app]unto appunto lui e~ e~ era nel panico	[app]unto appunto lui e~ e~ era nel panico	appunto appunto lui e~ e~ era nel panico
79	PKP094	177.48	178.98	1.5	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 ora qui come faccio io,	ora qui come faccio io,	ora qui come faccio io
80	PKP094	179.18	182.29	3.11	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 sono andato a cercare i vigili stamattina voleva andare dai carabini[eri pe]rò	sono andato a cercare i vigili stamattina voleva andare dai carabini[eri pe]ro'	sono andato a cercare i vigili stamattina voleva andare dai carabinieri pero'
81	PKP056	181.78	182.153	0.373	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]	[eh]	eh
82	PKP094	183.12	186.87	3.75	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	13	 dico guarda {P} oltretutto è una multa di venti euro x per una multa	dico guarda {P} oltretutto è una multa di venti euro x per una multa	dico guarda {P} oltretutto è una multa di venti euro x per una multa
83	PKP094	187.08	188.62	1.54	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 però l'è (andato) a sentire ieri:	pero' l'è (andato) a sentire ieri:	pero' l' è andato a sentire ieri
84	PKP056	188.745	191.153	2.408	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	 [no più che altro: {P} eh]	[no più che altro: {P} eh]	no più che altro {P} eh
85	PKP094	188.8	193.0	4.2	True	0	0	0	0	0	0	0	False	False	False	False	True	84=2.353	0	0	1	9	 [l'assicura~] l'assicura[zio]ne: laggiù la: l'(elisamedi) ha detto n[o]	[l'assicura~] l'assicura[zio]ne: laggiù la: l'(elisamedi) ha detto n[o]	l' assicura~ l' assicurazione laggiù la l'elisamedi ha detto no
86	PKP056	193.07	193.756	0.686	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]	[eh]	eh
87	PKP094	193.29	196.76	3.47	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 [t]e non pagare perché sembra che se no è un'ammissione di colpa	[t]e non pagare perché sembra che se no è un'ammissione di colpa	te non pagare perché sembra che se no è un' ammissione di colpa
88	PKP056	196.83	197.55	0.72	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 certo	certo	certo
89	PKP094	197.7	200.69	2.99	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 però la stessa macchina targa i	pero' la stessa macchina targa i	pero' la stessa macchina targa i
90	PKP094	201.11	205.39	4.28	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	 c a secondo [me è una eh] è una g e loro han~ perso per c a	c a secondo [me è una eh] è una g e loro han~ perso per c a	c a secondo me è una eh è una g e loro han~ perso per c a
91	PKP056	201.731	203.121	1.39	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [(ma) è un errore:]	[(ma) è un errore:]	ma è un errore
92	PKP094	205.63	208.01	2.38	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	9	 e poi manca il bol~ il bollino della provin[cia d']arezzo	e poi manca il bol~ il bollino della provin[cia d']arezzo	e poi manca il bol~ il bollino della provincia d'arezzo
93	PKP056	207.492	208.173	0.681	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh:]	[eh:]	eh
94	PKP094	208.49	215.605	7.115	True	0	0	0	0	0	0	0	False	False	False	False	True	96=0.888,97=1.192,95=1.429	0	0	0	23	 ma a loro così io te~ questi guarda questa è una [cazza:ta] [ma] non ce pensare nea[nche io quand'è così] è ver[amente]	ma a loro così io te~ questi guarda questa è una [cazza:ta] [ma] non ce pensare nea[nche io quand'è così] è ver[amente]	ma a loro così io te~ questi guarda questa è una cazzata ma non ce pensare neanche io quand' è così è veramente
95	PKP056	210.732	212.161	1.429	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	1	1	 [(pore:~) {P} eh]	[(pore:~) {P} eh]	pore:~ {P} eh
96	PKP093	213.21	214.098	0.888	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [(esatto)]	[(esatto)]	esatto
97	PKP056	214.413	216.014	1.601	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [il xx è megli]o a xx	[il xx è megli]o a xx	il xx è meglio a xx
98	PKP094	216.21	219.93	3.72	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 io ora gli scriverò: ma loro voglio~ ha mandato la lettera in italiano	io ora gli scriverò: ma loro voglio~ ha mandato la lettera in italiano	io ora gli scriverò ma loro voglio~ ha mandato la lettera in italiano
99	PKP093	218.097	218.785	0.688	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {schiarisce_la_voce}	{schiarisce_la_voce}	{schiarisce_la_voce}
100	PKP056	219.985	220.66	0.675	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh:]	[mh:]	mh
101	PKP094	220.26	225.04	4.78	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	1	14	 [e vo]gliono la risposta dice se non è stato lei {P} giustifichi tu:~ tutto in tedesco	[e vo]gliono la risposta dice se non è stato lei {P} giustifichi tu:~ tutto in tedesco	e vogliono la risposta dice se non è stato lei {P} giustifichi tu:~ tutto in tedesco
102	PKP094	225.4	233.23	7.83	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	29	 e io dico col CAZZO là io vi giustifico tutto in tedesco io m'avete mandato la lettera in italiano: [e io vi rispo~ io vi ris]pond[o in i]taliano.	e io dico col CAZZO là io vi giustifico tutto in tedesco io m'avete mandato la lettera in italiano: [e io vi rispo~ io vi ris]pond[o in i]taliano.	e io dico col cazzo là io vi giustifico tutto in tedesco io m' avete mandato la lettera in italiano e io vi rispo~ io vi rispondo in italiano
103	PKP056	226.464	227.244	0.78	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
104	PKP056	229.859	231.972	2.113	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 [x(s'è preso anche giulia:)]	[x(s'è preso anche giulia:)]	xs' è preso anche giulia
105	PKP056	232.336	233.116	0.78	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]	[eh]	eh
106	PKP094	233.25	237.9	4.65	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	20	 se la volete ve la fate tradurre come avete fa~ come m'a~ m'avete mandato la lettera in italiano,	se la volete ve la fate tradurre come avete fa~ come m'a~ m'avete mandato la lettera in italiano,	se la volete ve la fate tradurre come avete fa~ come m' a~ m' avete mandato la lettera in italiano
107	PKP094	238.06	239.929	1.869	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 ci sarà qualcuno che lì ve lo traduc[e:]	ci sarà qualcuno che lì ve lo traduc[e:]	ci sarà qualcuno che lì ve lo traduce
108	PKP056	239.575	241.896	2.321	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [se] no anche [con] google traduttor[e:]	[se] no anche [con] google traduttor[e:]	se no anche con google traduttore
109	PKP094	240.252	240.827	0.575	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]	[eh]	eh
110	PKP094	241.348	246.126	4.778	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 [no]: xx google traduttore viene una cosa: emh: maccheronica però anche l[ì]	[no]: xx google traduttore viene una cosa: emh: maccheronica pero' anche l[ì]	no xx google traduttore viene una cosa emh maccheronica pero' anche lì
111	PKP093	245.816	247.183	1.367	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [ch]iedi a gigi	[ch]iedi a gigi	chiedi a gigi
112	PKP094	247.28	250.99	3.71	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	 infa:tti io ho pensato ora gli rispondo io non voglio rompere i coglioni a jakob	infa:tti io ho pensato ora gli rispondo io non voglio rompere i coglioni a jakob	infatti io ho pensato ora gli rispondo io non voglio rompere i coglioni a jakob
113	PKP094	251.31	253.75	2.44	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 se no poi sento lui dico: dimmi cosa devo fare eh	se no poi sento lui dico: dimmi cosa devo fare eh	se no poi sento lui dico dimmi cosa devo fare eh
114	PKP094	254.51	259.709	5.199	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	24	 ho fatto la foto, c'è il bollino d'arezzo che lui c'ha e lì non compare e compare una donna al volante	ho fatto la foto, c'è il bollino d'arezzo che lui c'ha e lì non compare e compare una donna al volante	ho fatto la foto c' è il bollino d' arezzo che lui c' ha e lì non compare e compare una donna al volante
115	PKP094	260.12	265.71	5.59	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	24	 però quello non è probatorio di nulla perché dice sì va bene la macchina è la tua tu l'ha data: alla tu figliola:,	pero' quello non è probatorio di nulla perché dice sì va bene la macchina è la tua tu l'ha data: alla tu figliola:,	pero' quello non è probatorio di nulla perché dice sì va bene la macchina è la tua tu l' ha data alla tu figliola
116	PKP094	265.95	273.619	7.669	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	25	 alla tu(a) nuora >a qualcuno< però dico queste vi fa~ vi m~ vi mando le foto segnaletiche: di tutta la famiglia, (n)on c'è nessun[o]	alla tu(a) nuora >a qualcuno< pero' dico queste vi fa~ vi m~ vi mando le foto segnaletiche: di tutta la famiglia, (n)on c'è nessun[o]	alla tua nuora a qualcuno pero' dico queste vi fa~ vi m~ vi mando le foto segnaletiche di tutta la famiglia non c' è nessuno
