tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
12	BOI012	17.62	20.689	3.069	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	poi abbiamo abitato: vabbè a bologna in generale	poi abbiamo abitato: vabbè a bologna in generale	poi abbiamo abitato vabbè a bologna in generale
13	BOI012	22.2	24.109	1.909	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	comun~ questa non è z~ [cortic]ella qua eh	comun~ questa non è z~ [cortic]ella qua eh	comun~ questa non è z~ corticella qua eh
14	BOR005	23.099	23.414	0.315	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]	[mh]	mh
15	BOR005	24.179	24.592	0.413	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	no?	no?	no
16	BOI012	24.725	25.813	1.088	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	questa è la dozza eh	questa è la dozza eh	questa è la dozza eh
17	BOI013	25.86	27.392	1.532	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	4	però è quartiere cortic[ella]	pero' è quartiere cortic[ella]	pero' è quartiere corticella
18	BOI012	27.206	27.56	0.354	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[n]o	[n]o	no
19	BOR005	27.650000000000002	28.319	0.769	True	0	0	0	0	0	0	1	False	False	False	False	True	_	0	0	0	2	[ah okay]	[ah okay]	ah okay
20	BOR005	28.77	33.085	4.315	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	14	e (.) le scuole le avete frequentate qui, o in altri quartieri, in altre città,	e {P} le scuole le avete frequentate qui, o in altri quartieri, in altre città,	e {P} le scuole le avete frequentate qui o in altri quartieri in altre città
21	BOI012	33.085	34.181	1.096	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[altri quartieri]	[altri quartieri]	altri quartieri
22	BOI013	33.085	34.181	1.096	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[altri quartieri]	[altri quartieri]	altri quartieri
23	BOR005	34.607	35.406	0.799	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	ah: okay	ah: okay	ah okay
24	BOR005	36.09	41.903	5.813	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	e i vostri amici vivono ancora nei quartieri dove abita[vate vo]i o si sono spost[ati]?	e i vostri amici vivono ancora nei quartieri dove abita[vate vo]i o si sono spost[ati]?	e i vostri amici vivono ancora nei quartieri dove abitavate voi o si sono spostati
25	BOI013	39.836	40.176	0.34	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[no]	[no]	no
26	BOI012	41.616	43.07	1.454	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[al]cuni sì alcuni no	[al]cuni sì alcuni no	alcuni sì alcuni no
27	BOI013	43.08	43.431	0.351	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	no	no	no
28	BOR005	43.941	46.006	2.065	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	e (.) vi piace questa zona?	e {P} vi piace questa zona?	e {P} vi piace questa zona
29	BOI013	46.727	47.117	0.39	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[no]	[no]	no
30	BOI012	46.733	48.71	1.977	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	6	[a me no] a me no ((ride))	[a me no] a me no {ride}	a me no a me no {ride}
31	BOI013	48.72	50.458	1.738	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
32	BOR005	51.02	52.642	1.622	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	e perché non vi piace?	e perché non vi piace?	e perché non vi piace
33	BOI012	53.24	56.506	3.266	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	perché viviamo su una strada troppo trafficata per [quello (che mi riguarda)]	perché viviamo su una strada troppo trafficata per [quello (che mi riguarda)]	perché viviamo su una strada troppo trafficata per quello che mi riguarda
34	BOI013	55.75	59.724	3.974	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	[non ci sono ne]gozi non ci sono: non c'è niente nessun servizio	[non ci sono ne]gozi non ci sono: non c'è niente nessun servizio	non ci sono negozi non ci sono non c' è niente nessun servizio
35	BOR005	60.353	60.738	0.385	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e	e	e
36	BOR005	61.014	62.976	1.962	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	come migliorereste la vostra zona?	come migliorereste la vostra zona?	come migliorereste la vostra zona
37	BOI013	63.935	64.646	0.711	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
38	BOI012	64.74	69.191	4.551	True	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	14	ah beh: se avessi la possibilità di far venire dei negozi e i negozianti	ah beh: se avessi la possibilità di far venire dei negozi e i negozianti	ah beh se avessi la possibilità di far venire dei negozi e i negozianti
39	BOR005	68.115	69.547	1.432	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
40	BOI012	69.641	71.549	1.908	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	e: quant'altro co[sì]	e: quant'altro co[sì]	e quant' altro così
41	BOI013	71.395	74.268	2.873	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	[chiu]derei questa strada e la farei solamente per noi	[chiu]derei questa strada e la farei solamente per noi	chiuderei questa strada e la farei solamente per noi
42	BOR005	74.311	74.914	0.603	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
43	BOI013	75.042	78.843	3.801	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	troppo trafficata di camion macchine:: (.) troppo	troppo trafficata di camion macchine:: {P} troppo	troppo trafficata di camion macchine {P} troppo
44	BOI013	79.005	80.185	1.18	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	°non se~ si sta più°	°non se~ si sta più°	non se~ si sta più
45	BOR005	80.705	82.875	2.17	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	e oltre al traffico ci sono anche altri problemi?	e oltre al traffico ci sono anche altri problemi?	e oltre al traffico ci sono anche altri problemi
46	BOI012	83.15	83.87	0.72	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	°no: e:h no°	°no: e:h no°	no eh no
47	BOI013	83.87	84.87	1.0	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	è poco servita	è poco servita	è poco servita
48	BOR005	85.433	85.827	0.394	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	a::h	a::h	ah
49	BOR005	87.07	88.14	1.07	True	0	0	0	0	0	0	0	False	False	False	False	True	_	0	0	0	4	a:nche tipo m:h in[tend~]	a:nche tipo m:h in[tend~]	anche tipo mh intend~
50	BOI013	88.205	89.245	1.14	True	0	0	0	0	0	0	1	False	False	False	False	True	_	0	0	0	2	[di] autobus	[di] autobus	di autobus
51	BOI013	89.5	91.655	2.155	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	per chi va a lavorare è: un grosso problema	per chi va a lavorare è: un grosso problema	per chi va a lavorare è un grosso problema
52	BOI012	91.665	93.655	1.99	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	>meno male che bisogna esser naturali< o:h	>meno male che bisogna esser naturali< o:h	meno male che bisogna esser naturali oh
53	BOR005	94.565	95.035	0.47	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e::	e::	e
54	BOR005	95.17	96.55	1.38	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	quan~ e: <nel>	quan~ e: <nel>	quan~ e nel
55	BOR005	97.59	98.57	0.98	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	>visto che comunque<	>visto che comunque<	visto che comunque
56	BOR005	98.73	102.55	3.82	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	>quindi devi< spostarti spesso per cercare:: tipo nego:zi::	>quindi devi< spostarti spesso per cercare:: tipo nego:zi::	quindi devi spostarti spesso per cercare tipo negozi
57	BOI013	102.63	104.06	1.43	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	sì (.) per andare a far la spesa sì	sì {P} per andare a far la spesa sì	sì {P} per andare a far la spesa sì
58	BOR005	104.09	107.18	3.09	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	>ma li trovate qua nelle vicinanze< o [dovete] spo[starvi] parecchio	>ma li trovate qua nelle vicinanze< o [dovete] spo[starvi] parecchio	ma li trovate qua nelle vicinanze o dovete spostarvi parecchio
59	BOI012	105.705	106.045	0.34	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°<sì>°]	[°<sì>°]	sì
60	BOI012	106.245	106.515	0.27	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°sì°]	[°sì°]	sì
61	BOI012	107.385	110.335	2.95	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	nelle vicinanze ma::: necessita l'automobile comunque	nelle vicinanze ma::: necessita l'automobile comunque	nelle vicinanze ma necessita l' automobile comunque
62	BOR005	110.36	110.85	0.49	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	a::h	a::h	ah
63	BOI013	110.935	111.795	0.86	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	o la corriera	o la corriera	o la corriera
64	BOR005	112.855	116.015	3.16	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	e (.) voi principalmente cove come mi vi muovete in città	e {P} voi principalmente cove come mi vi muovete in città	e {P} voi principalmente cove come mi vi muovete in città
65	BOI012	116.265	116.845	0.58	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	in auto	in auto	in auto
66	BOI013	117.015	117.765	0.75	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	autobus	autobus	autobus
67	BOR005	119.33	120.65	1.32	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	6	e >qua però< ne passano pochi	e >qua pero'< ne passano pochi	e qua pero' ne passano pochi
68	BOI013	120.99	122.33	1.34	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	sì (.) la linea azzurra	sì {P} la linea azzurra	sì {P} la linea azzurra
69	BOR005	123.07	125.66	2.59	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	e quindi? (.) °m:h° la fermata più vicina qual è	e quindi? {P} °m:h° la fermata più vicina qual è	e quindi {P} mh la fermata più vicina qual è
70	BOI013	126.153	129.425	3.272	True	0	0	1	0	0	0	0	False	False	False	False	False	_	1	0	0	12	no la vici~ la:: fermata è vicina (.) però: ci sono gli orari,	no la vici~ la:: fermata è vicina {P} pero': ci sono gli orari,	no la vici~ la fermata è vicina {P} pero' ci sono gli orari
71	BOR005	129.81	130.28	0.47	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	a::h	a::h	ah
72	BOI013	130.625	133.385	2.76	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	se perdo un autobus poi devo s~ (a)spettare un'altra ora	se perdo un autobus poi devo s~ (a)spettare un'altra ora	se perdo un autobus poi devo s~ aspettare un' altra ora
73	BOR005	134.6	136.34	1.74	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	>ah okay quindi< la mobilità è molto ridotta	>ah okay quindi< la mobilità è molto ridotta	ah okay quindi la mobilità è molto ridotta
74	BOI013	136.395	136.825	0.43	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì	sì	sì
75	BOI013	137.66	139.44	1.78	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	specialmente di domenica festivi	specialmente di domenica festivi	specialmente di domenica festivi
76	BOR005	139.52	139.93	0.41	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	°m:h°	°m:h°	mh
77	BOR005	140.325	142.495	2.17	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	invece in auto com'è <spostarsi> DA qua	invece in auto com'è <spostarsi> DA qua	invece in auto com' è spostarsi da qua
78	BOI012	143.1	144.16	1.06	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	ah e:::h	ah e:::h	ah eh
79	BOI012	144.3	149.39	5.09	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	20	ti sposti in auto come: come da tutte le altre parti, prendi la macchina ((ride)) e vai dove devi andare °>cioè<°	ti sposti in auto come: come da tutte le altre parti, prendi la macchina {ride} e vai dove devi andare °>cioè<°	ti sposti in auto come come da tutte le altre parti prendi la macchina {ride} e vai dove devi andare cioè
80	BOR005	150.345	150.765	0.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e::	e::	e
81	BOR005	151.035	153.545	2.51	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	invece (.) parlando di bologna in generale	invece {P} parlando di bologna in generale	invece {P} parlando di bologna in generale
82	BOR005	154.23	157.59	3.36	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	pensate che la <città> sia cambiata molto negli ul[timi an]ni?	pensate che la <città> sia cambiata molto negli ul[timi an]ni?	pensate che la città sia cambiata molto negli ultimi anni
83	BOI013	156.79	157.3	0.51	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
84	BOI012	158.88	159.97	1.09	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	[mah] (.) non so::	[mah] {P} non so::	mah {P} non so
85	BOI013	158.91	159.2	0.29	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
86	BOI013	159.985	160.405	0.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì	sì	sì
87	BOI013	161.92	162.71	0.79	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	>cioè< per me sì	>cioè< per me sì	cioè per me sì
88	BOR005	162.895	163.785	0.89	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	3	per te no ((ride))	per te no {ride}	per te no {ride}
89	BOI012	163.83	166.25	2.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	sì e no: (in)somma: dipende dai punti di vista	sì e no: (in)somma: dipende dai punti di vista	sì e no insomma dipende dai punti di vista
90	BOR005	167.15	167.27	0.12	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	a~	a~	a~
91	BOI012	167.29	169.4	2.11	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	>dipende che cosa intendi per< cambiata cioè	>dipende che cosa intendi per< cambiata cioè	dipende che cosa intendi per cambiata cioè
92	BOI013	169.485	171.395	1.91	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	cambiata che era più vivibile prima	cambiata che era più vivibile prima	cambiata che era più vivibile prima
93	BOR005	171.65	173.22	1.57	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	quindi per te è cambiata in peggio?	quindi per te è cambiata in peggio?	quindi per te è cambiata in peggio
94	BOI013	173.333	174.45	1.117	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	per me è cambiata in peggio	per me è cambiata in peggio	per me è cambiata in peggio
95	BOR005	174.825	175.945	1.12	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	eh ma in che senso in peggio	eh ma in che senso in peggio	eh ma in che senso in peggio
96	BOI013	175.965	179.825	3.86	True	0	0	1	0	0	0	0	False	False	False	False	False	_	1	0	0	15	eh in peggio perchè non (.) prima c'era più sicurezza adesso è meno sicura bologna	eh in peggio perché non {P} prima c'era più sicurezza adesso è meno sicura bologna	eh in peggio perché non {P} prima c' era più sicurezza adesso è meno sicura bologna
97	BOR005	180.405	184.775	4.37	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	12	>ma dici< a~ i:~ tipo in determinate zone, o più in gene[rale dappertutto]	>ma dici< a~ i:~ tipo in determinate zone, o più in gene[rale dappertutto]	ma dici a~ i:~ tipo in determinate zone o più in generale dappertutto
98	BOI013	183.72	187.05	3.33	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	6	[in ge:~ no e:]::h in determinate zone,	[in ge:~ no e:]::h in determinate zone,	in ge:~ no eh in determinate zone
99	BOI013	187.49	189.48	1.99	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	prima e:ra più tranquilla bologna	prima e:ra più tranquilla bologna	prima era più tranquilla bologna
100	BOI013	190.035	191.665	1.63	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	la gente sce~ usciva di più	la gente sce~ usciva di più	la gente sce~ usciva di più
101	BOI013	192.0	192.95	0.95	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	alla sera,	alla sera,	alla sera
102	BOI013	193.265	194.515	1.25	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	usciva di più::	usciva di più::	usciva di più
103	BOI013	194.66	195.96	1.3	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	in strada a[desso no]	in strada a[desso no]	in strada adesso no
104	BOI012	195.34	199.53	4.19	True	0	0	0	0	0	0	0	False	False	False	False	True	105=0.540,106=0.505,103=0.620	0	0	0	21	[ma: e dopo] due anni di covid non è che >tutti vanno all'este~< e la gen[te che esce cioè: >gina<]	[ma: e dopo] due anni di covid non è che >tutti vanno all'este~< e la gen[te che esce cioè: >gina<]	ma e dopo due anni di covid non è che tutti vanno all' este~ e la gente che esce cioè gina
105	BOI013	198.31	198.85	0.54	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°m:h°]	[°m:h°]	mh
106	BOI013	199.025	200.685	1.66	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	#[°ma° non] c'entra u covid	[°ma° non] c'entra u covid	ma non c' entra u covid
107	BOI012	200.685	201.005	0.32	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	ah eh	ah eh	ah eh
108	BOI013	201.2	202.11	0.91	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[non centra]	[non centra]	non centra
109	BOI012	201.21	202.6	1.39	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	[ah centra (.)] c'entra	[ah centra {P}] c'entra	ah centra {P} c' entra
110	BOI013	202.635	205.325	2.69	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	no: la: gente ha più paura di uscire (.) di sera	no: la: gente ha più paura di uscire {P} di sera	no la gente ha più paura di uscire {P} di sera
111	BOR005	205.61	205.82	0.21	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
112	BOI013	205.895	206.715	0.82	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	ha più paura	ha più paura	ha più paura
113	BOI012	206.765	208.387	1.622	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	ah io tutta sta paura non °m:::h°	ah io tutta sta paura non °m:::h°	ah io tutta sta paura non mh
114	BOR005	208.475	210.595	2.22	True	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	10	>e quindi tu non lo noti< ques[to cambiam]ento in p[eggio]	>e quindi tu non lo noti< ques[to cambiam]ento in p[eggio]	e quindi tu non lo noti questo cambiamento in peggio
115	BOI012	209.415	209.795	0.38	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[no]	[no]	no
116	BOI012	210.135	210.575	0.44	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[no]	[no]	no
117	BOI013	210.315	211.015	0.7	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[°ah°] io m:h	[°ah°] io m:h	ah io mh
118	BOI013	211.415	212.995	1.58	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	io abitavo in stazione centrale,	io abitavo in stazione centrale,	io abitavo in stazione centrale
119	BOI012	213.0	215.84	2.84	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	xxx (.) traffico, magari c'è più [traffico],	xxx {P} traffico, magari c'è più [traffico],	xxx {P} traffico magari c' è più traffico
120	BOI013	215.17	216.02	0.85	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[si no]ta	[si no]ta	si nota
121	BOI012	216.59	217.78	1.19	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	3	però: cioè::: [mh]	pero': cioè::: [mh]	pero' cioè mh
122	BOI013	217.63	219.13	1.5	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[la] differenza enrico	[la] differenza enrico	la differenza enrico
123	BOR005	220.87	223.65	2.78	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	ma che in che senso questa differenza che non ho [ben capito]	ma che in che senso questa differenza che non ho [ben capito]	ma che in che senso questa differenza che non ho ben capito
124	BOI013	222.99	227.08	4.09	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	[che prima >cio]è< e::: io abitavo::: >e enri~< io abitavo in stazione centra[le]	[che prima >cio]è< e::: io abitavo::: >e enri~< io abitavo in stazione centra[le]	che prima cioè e io abitavo e enri~ io abitavo in stazione centrale
125	BOI012	226.955	227.355	0.4	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	m[:h]	[m:h]	mh
126	BOI013	227.355	229.075	1.72	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	io tornavo a casa senza problemi	io tornavo a casa senza problemi	io tornavo a casa senza problemi
127	BOI012	229.135	232.115	2.98	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	sì (.) poi hanno fatto esplodere una bomba gina è cambiato tutto	sì {P} poi hanno fatto esplodere una bomba gina è cambiato tutto	sì {P} poi hanno fatto esplodere una bomba gina è cambiato tutto
128	BOR005	231.068	231.622	0.554	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
129	BOI013	233.735	234.875	1.14	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	°che cavolo dici°	°che cavolo dici°	che cavolo dici
130	BOI012	235.015	235.935	0.92	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	ah che ca[volo dici]	ah che ca[volo dici]	ah che cavolo dici
131	BOI013	235.465	236.885	1.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[non è la] bomba enrico	[non è la] bomba enrico	non è la bomba enrico
132	BOI013	237.255	238.145	0.89	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	>prima si u~ si<	>prima si u~ si<	prima si u~ si
133	BOI013	238.31	240.39	2.08	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	c'è troppa:: delinquenza in giro	c'è troppa:: delinquenza in giro	c' è troppa delinquenza in giro
134	BOI013	240.61	242.63	2.02	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	troppe persone, troppo spac[cio,]	troppe persone, troppo spac[cio,]	troppe persone troppo spaccio
135	BOI012	242.52	244.99	2.47	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	[ma] quando vai tu in centro (lascia [sta~) (m]a quando) ci vai	[ma] quando vai tu in centro (lascia [sta~) (m]a quando) ci vai	ma quando vai tu in centro lascia sta~ ma quando ci vai
136	BOI013	243.92	244.24	0.32	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[eh?]	[eh?]	eh
137	BOI012	245.345	246.255	0.91	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[quando sei s]tata	[quando sei s]tata	quando sei stata
138	BOI013	245.35	245.98	0.63	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[ercole:]	[ercole:]	ercole
139	BOI012	246.59	247.66	1.07	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	l'ultima volta in centro	l'ultima volta in centro	l' ultima volta in centro
140	BOI013	248.175	249.635	1.46	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	6	>perchè non vado< in cen[tro io?]	>perché non vado< in cen[tro io?]	perché non vado in centro io
141	BOI012	249.18	250.36	1.18	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[vabbè] (dire::) in [questo]	[vabbè] (dire::) in [questo]	vabbè dire in questo
142	BOI013	249.985	252.395	2.41	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	[non vado] in piazzola? non vado in monta[gnola?]	[non vado] in piazzola? non vado in monta[gnola?]	non vado in piazzola non vado in montagnola
143	BOI012	252.04	254.46	2.42	True	0	0	0	0	0	0	0	False	False	False	False	True	142=0.355,144=0.250	1	0	0	10	[beh va b]eh oh (.) punti di vista io non m:h	[beh va b]eh oh {P} punti di vista io non m:h	beh va beh oh {P} punti di vista io non mh
