tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
15	TOR005	17.176	18.31	1.134	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [e quindi e ce~]	[e quindi e ce~]	e quindi e ce~
16	TOR005	18.31	18.903	0.593	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 eh [(giusto)]	eh [(giusto)]	eh giusto
17	TOI024	18.539	21.496	2.957	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 [no perché] all'inizio mettevo solo margherita primo nome	[no perché] all'inizio mettevo solo margherita primo nome	no perché all' inizio mettevo solo margherita primo nome
18	TOI024	21.597	23.003	1.406	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 e ho avuto dei problemi	e ho avuto dei problemi	e ho avuto dei problemi
19	TOI024	23.288	25.614	2.326	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 m(i) han cambiato il codice fiscale per quello	m(i) han cambiato il codice fiscale per quello	mi han cambiato il codice fiscale per quello
20	TOR005	25.614	26.23	0.616	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 davvero?	davvero?	davvero
21	TOI024	26.24	27.195	0.955	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 sì sì sì	sì sì sì	sì sì sì
22	TOR005	27.507	29.387	1.88	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 eh credo che ci voglia la virgola	eh credo che ci voglia la virgola	eh credo che ci voglia la virgola
23	TOR005	29.387	31.716	2.329	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	 per non eh:: {P} fra il primo e il secondo nome	per non eh:: {P} fra il primo e il secondo nome	per non eh {P} fra il primo e il secondo nome
24	TOI024	31.721	33.496	1.775	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 ah sì, [non lo so non lo so]	ah sì, [non lo so non lo so]	ah sì non lo so non lo so
25	TOR005	32.02	33.496	1.476	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	 [per evitarlo {P} credo]	[per evitarlo {P} credo]	per evitarlo {P} credo
26	TOI024	33.496	34.3	0.804	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 eh margherita e~	eh margherita e~	eh margherita e~
27	TOR005	34.307	35.056	0.749	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 pero' vabbè	pero' vabbè	pero' vabbè
28	TOI024	35.06	35.507	0.447	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 eh	eh	eh
29	TOR005	35.558	37.724	2.166	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 allora io eh le chiedo prima qualche dato	allora io eh le chiedo prima qualche dato	allora io eh le chiedo prima qualche dato
30	TOR005	37.724	41.89	4.166	True	0	0	0	0	0	0	0	False	False	False	False	True	32=1.408,31=0.693	0	0	0	17	 che serve: a me questo qui così poi [mi faccio il mio schemino con tutti i parlanti]	che serve: a me questo qui così poi [mi faccio il mio schemino con tutti i parlanti]	che serve a me questo qui così poi mi faccio il mio schemino con tutti i parlanti
31	TOI024	39.787	40.48	0.693	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì]	[sì]	sì
32	TOI024	40.482	41.89	1.408	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [sì sì sì sì]	[sì sì sì sì]	sì sì sì sì
33	TOR005	41.89	43.33	1.44	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 le chiedo quanti anni ha:?	le chiedo quanti anni ha:?	le chiedo quanti anni ha
34	TOI024	43.33	45.64	2.31	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	3	 [eh settan]totto purt[roppo] {ride}	[eh settan]totto purt[roppo] {ride}	eh settantotto purtroppo {ride}
35	TOR005	43.33	44.132	0.802	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [se::]	[se::]	se
36	TOR005	44.766	46.379	1.613	True	0	0	0	0	0	0	0	False	False	False	False	True	34=0.874,37=0.739	0	0	0	2	 [eh:: purtroppo]	[eh:: purtroppo]	eh purtroppo
37	TOI024	45.64	47.174	1.534	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [eh pero'] li porto:	[eh pero'] li porto:	eh pero' li porto
38	TOI024	47.174	47.837	0.663	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
39	TOI024	48.07	49.325	1.255	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [per conto mio] bene	[per conto mio] bene	per conto mio bene
40	TOR005	48.075	48.823	0.748	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [e:]	[e:]	e
41	TOR005	49.325	51.037	1.712	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 eh no assolu[tamente]	eh no assolu[tamente]	eh no assolutamente
42	TOI024	50.103	53.072	2.969	True	0	0	0	0	0	0	0	False	False	False	False	True	41=0.934,43=0.962,44=0.670	0	0	0	9	 [sto ancora bene] sto ancora [bene di salute parlo]	[sto ancora bene] sto ancora [bene di salute parlo]	sto ancora bene sto ancora bene di salute parlo
43	TOR005	51.44	52.402	0.962	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [eh: ehm]	[eh: ehm]	eh ehm
44	TOR005	52.402	53.771	1.369	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [è nata in] provincia?	[è nata in] provincia?	è nata in provincia
45	TOI024	53.782	54.831	1.049	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 no io torino	no io torino	no io torino
46	TOR005	54.846	56.104	1.258	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 okay tori[no]	okay tori[no]	okay torino
47	TOI024	55.539	56.104	0.565	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [torino.]	[torino.]	torino
48	TOI024	56.104	56.704	0.6	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [qua.]	[qua.]	qua
49	TOR005	56.104	58.65	2.546	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 [e quindi ri]siede anche qui [a torino]	[e quindi ri]siede anche qui [a torino]	e quindi risiede anche qui a torino
50	TOI024	57.805	58.95	1.145	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	 [sì {P} a tori]no sì.	[sì {P} a tori]no sì.	sì {P} a torino sì
51	TOR005	58.955	59.905	0.95	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 <okay>	<okay>	okay
52	TOR005	61.123	62.203	1.08	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 <torino>	<torino>	torino
53	TOR005	62.273	63.89	1.617	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 ehm::: mh	ehm::: mh	ehm mh
54	TOR005	63.89	65.158	1.268	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 ti~ titolo di studio?	ti~ titolo di studio?	ti~ titolo di studio
55	TOI024	65.42	69.494	4.074	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	 ah le le medie inferiori [come l'avviamento commer]ciale una volta c'era quello	ah le le medie inferiori [come l'avviamento commer]ciale una volta c'era quello	ah le le medie inferiori come l' avviamento commerciale una volta c' era quello
56	TOR005	66.948	67.983	1.035	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [perfetto]	[perfetto]	perfetto
57	TOI024	69.601	72.51	2.909	True	0	0	0	0	0	0	0	False	False	False	False	True	58=0.864,59=2.029	2	0	0	5	 [eh eh {P} avviamento commerciale {P} sì]	[eh eh {P} avviamento commerciale {P} sì]	eh eh {P} avviamento commerciale {P} sì
58	TOR005	69.617	70.481	0.864	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [perfetto]	[perfetto]	perfetto
59	TOR005	70.481	72.517	2.036	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [<medie> inferiori benissimo]	[<medie> inferiori benissimo]	medie inferiori benissimo
60	TOR005	72.517	74.085	1.568	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 questi sono solo dati miei	questi sono solo dati miei	questi sono solo dati miei
61	TOI024	74.134	74.501	0.367	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 eh	eh	eh
62	TOR005	74.622	76.13	1.508	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	 possiamo passare {P} alle	possiamo passare {P} alle	possiamo passare {P} alle
63	TOI024	76.13	76.676	0.546	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh]	[mh]	mh
64	TOR005	76.13	78.381	2.251	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [alle doma]ndine chia[miamole co(sì)]	[alle doma]ndine chia[miamole co(sì)]	alle domandine chiamiamole così
65	TOI024	77.392	78.38	0.988	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [mh sì.]	[mh sì.]	mh sì
66	TOR005	78.381	79.27	0.889	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 non si preoccupi	non si preoccupi	non si preoccupi
67	TOI024	79.273	79.86	0.587	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 sì	sì	sì
68	TOR005	79.86	80.688	0.828	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 ehm:	ehm:	ehm
69	TOR005	80.688	83.416	2.728	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 allora come le dicevo m::h l'intervista:	allora come le dicevo m::h l'intervista:	allora come le dicevo mh l' intervista
70	TOR005	83.416	88.155	4.739	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	12	 m::h c(io)è la raccolta dati {P} serve appunto a:d avere mh una paronamica	m::h c(io)è la raccolta dati {P} serve appunto a:d avere mh una paronamica	mh cioè la raccolta dati {P} serve appunto ad avere mh una paronamica
71	TOI024	88.155	88.593	0.438	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì]	[sì]	sì
72	TOR005	88.155	90.502	2.347	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 [di quelli che] sono gli abi[tanti] di torino	[di quelli che] sono gli abi[tanti] di torino	di quelli che sono gli abitanti di torino
73	TOI024	89.215	89.751	0.536	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh]	[mh]	mh
74	TOR005	90.683	92.998	2.315	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	 e::h {P} di oggi e del passato	e::h {P} di oggi e del passato	eh {P} di oggi e del passato
75	TOR005	92.998	97.617	4.619	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	 okay quindi le farò qualche domanda su com'è torino oggi come la vede lei e come era	okay quindi le farò qualche domanda su com'è torino oggi come la vede lei e come era	okay quindi le farò qualche domanda su com' è torino oggi come la vede lei e come era
76	TOR005	97.617	98.845	1.228	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 allora	allora	allora
77	TOR005	99.082	101.835	2.753	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	 inanzitutto {P} <le> eh devo chiedere:	inanzitutto {P} <le> eh devo chiedere:	inanzitutto {P} le eh devo chiedere
78	TOR005	101.835	105.269	3.434	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	12	 c(io)è le voglio chiedere {P} da quanto tempo vive a torino nel senso	c(io)è le voglio chiedere {P} da quanto tempo vive a torino nel senso	cioè le voglio chiedere {P} da quanto tempo vive a torino nel senso
79	TOR005	105.269	107.844	2.575	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 ha vissuto sempre qui lei, [o: ha avuto]	ha vissuto sempre qui lei, [o: ha avuto]	ha vissuto sempre qui lei o ha avuto
80	TOI024	106.854	108.79	1.936	True	0	0	0	0	0	0	0	False	False	False	False	True	79=0.990,81=0.942	0	0	0	6	 [da quando son nata sempre qua.]	[da quando son nata sempre qua.]	da quando son nata sempre qua
81	TOR005	107.848	110.752	2.904	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	 [okay quindi {P}] torinese di nascita e d[i::]	[okay quindi {P}] torinese di nascita e d[i::]	okay quindi {P} torinese di nascita e di
82	TOI024	110.196	111.643	1.447	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 [sì sì] sì sempre qua.	[sì sì] sì sempre qua.	sì sì sì sempre qua
83	TOR005	111.663	113.183	1.52	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 e:: di adozione	e:: di adozione	e di adozione
84	TOR005	113.183	114.838	1.655	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 e:: in famiglia?	e:: in famiglia?	e in famiglia
85	TOR005	114.838	118.443	3.605	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	10	 per quanto riguarda: {P} le lingue {P} che parlavate anche i dialetti	per quanto riguarda: {P} le lingue {P} che parlavate anche i dialetti	per quanto riguarda {P} le lingue {P} che parlavate anche i dialetti
86	TOR005	118.455	121.891	3.436	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 co[me: m]:h con i suoi geni[tori quando era piccola fratelli]	co[me: m]:h con i suoi geni[tori quando era piccola fratelli]	come mh con i suoi genitori quando era piccola fratelli
87	TOI024	118.744	119.236	0.492	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]	[eh]	eh
88	TOI024	120.114	123.141	3.027	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [ma eh:: diciamo]:: mh	[ma eh:: diciamo]:: mh	ma eh diciamo mh
89	TOI024	123.278	129.83	6.552	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	 in:: famiglia eh piemontese praticamente. solo che c'era mio nonno che abitavamo: insieme	in:: famiglia eh piemontese praticamente. solo che c'era mio nonno che abitavamo: insieme	in famiglia eh piemontese praticamente solo che c' era mio nonno che abitavamo insieme
90	TOI024	129.96	131.142	1.182	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 che era calabrese	che era calabrese	che era calabrese
91	TOR005	131.142	131.543	0.401	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 ah	ah	ah
92	TOI024	131.543	132.634	1.091	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 papà di mia mamma	papà di mia mamma	papà di mia mamma
93	TOI024	132.97	135.06	2.09	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 e quindi lui parlava italiano	e quindi lui parlava italiano	e quindi lui parlava italiano
94	TOI024	135.06	136.02	0.96	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
95	TOR005	135.06	136.023	0.963	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 giustamen(te)	giustamen(te)	giustamente
96	TOR005	136.029	137.308	1.279	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 e: non [non c'e~]	e: non [non c'e~]	e non non c' e~
97	TOI024	136.725	139.223	2.498	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 [io invece] con mia mamma e mio papà piemontese	[io invece] con mia mamma e mio papà piemontese	io invece con mia mamma e mio papà piemontese
98	TOR005	139.228	144.864	5.636	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	19	 okay e e il nonno ogni tanto come dire la eh mh ce l'aveva qualche: cadenza qualche:: m:h	okay e e il nonno ogni tanto come dire la eh mh ce l'aveva qualche: cadenza qualche:: m:h	okay e e il nonno ogni tanto come dire la eh mh ce l' aveva qualche cadenza qualche mh
99	TOI024	144.864	148.722	3.858	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	 eh ma io me non me lo ri[cordo per]ché è mancato io ero pic[cola]	eh ma io me non me lo ri[cordo per]ché è mancato io ero pic[cola]	eh ma io me non me lo ricordo perché è mancato io ero piccola
100	TOR005	146.308	146.884	0.576	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh]	[mh]	mh
101	TOR005	148.169	149.158	0.989	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [ah o]ka[y]	[ah o]ka[y]	ah okay
102	TOI024	148.94	150.735	1.795	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 [eh] pero' lui parlava italiano	[eh] pero' lui parlava italiano	eh pero' lui parlava italiano
103	TOR005	150.751	151.654	0.903	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 benis[simo]	benis[simo]	benissimo
104	TOI024	151.083	152.082	0.999	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [era]:	[era]:	era
105	TOI024	152.568	155.99	3.422	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 della poli[zia] pa~ penso che parlasse ital[iano be]ne:	della poli[zia] pa~ penso che parlasse ital[iano be]ne:	della polizia pa~ penso che parlasse italiano bene
106	TOR005	153.267	153.794	0.527	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]	[eh]	eh
107	TOR005	154.997	155.485	0.488	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [ah]	[ah]	ah
108	TOR005	155.995	157.224	1.229	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 certo [certo] certo	certo [certo] certo	certo certo certo
109	TOI024	156.323	156.696	0.373	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]	[eh]	eh
110	TOR005	157.709	160.489	2.78	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 e:: che lavoro ha fatto lei: signora in vita sua?	e:: che lavoro ha fatto lei: signora in vita sua?	e che lavoro ha fatto lei signora in vita sua
111	TOI024	160.489	165.851	5.362	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	 io: ho allora ho iniziato il primo lavoro come commessa in un negozio di abbigliamento	io: ho allora ho iniziato il primo lavoro come commessa in un negozio di abbigliamento	io ho allora ho iniziato il primo lavoro come commessa in un negozio di abbigliamento
112	TOR005	166.123	167.962	1.839	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 esiste ancora quel negozio?	esiste ancora quel negozio?	esiste ancora quel negozio
113	TOI024	168.095	169.818	1.723	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 sì esiste ma::	sì esiste ma::	sì esiste ma
114	TOI024	170.424	172.043	1.619	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 è: a porta palazzo	è: a porta palazzo	è a porta palazzo
115	TOI024	172.043	174.031	1.988	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [sotto la] galleria::	[sotto la] galleria::	sotto la galleria
116	TOR005	172.043	172.507	0.464	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [ah]	[ah]	ah
117	TOI024	174.425	177.184	2.759	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 deve essere um~ galleria umberto primo mi pare	deve essere um~ galleria umberto primo mi pare	deve essere um~ galleria umberto primo mi pare
118	TOR005	177.184	177.71	0.526	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 mh mh	mh mh	mh mh
119	TOI024	177.71	181.335	3.625	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 e una volta era proprio in piazza della repubblica era un:	e una volta era proprio in piazza della repubblica era un:	e una volta era proprio in piazza della repubblica era un
120	TOI024	181.545	182.855	1.31	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 un negozio:	un negozio:	un negozio
121	TOI024	183.108	185.954	2.846	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 con ventidue commesse eravamo [una volta]	con ventidue commesse eravamo [una volta]	con ventidue commesse eravamo una volta
122	TOR005	185.283	185.953	0.67	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [(a)mmazza]	[(a)mmazza]	ammazza
123	TOI024	185.954	190.11	4.156	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 sì sì ventidue commesse c'era un lavoro enorme poi gradatamente	sì sì ventidue commesse c'era un lavoro enorme poi gradatamente	sì sì ventidue commesse c' era un lavoro enorme poi gradatamente
124	TOI024	191.159	192.122	0.963	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 eh::	eh::	eh
125	TOI024	192.122	197.197	5.075	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	 adesso saranno solo più due o cosa non sono più andata a vedere non lo so più comuque	adesso saranno solo più due o cosa non sono più andata a vedere non lo so più comuque	adesso saranno solo più due o cosa non sono più andata a vedere non lo so più comuque
126	TOI024	197.314	199.102	1.788	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 si è perso un po[chino]	si è perso un po[chino]	si è perso un pochino
127	TOR005	198.465	199.1	0.635	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [mh mh]	[mh mh]	mh mh
128	TOI024	199.295	199.83	0.535	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 eh	eh	eh
129	TOI024	200.382	205.519	5.137	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	 e inizialmente appunto ho fatto la commessa e poi ho: incontrato mio marito che aveva il negozio	e inizialmente appunto ho fatto la commessa e poi ho: incontrato mio marito che aveva il negozio	e inizialmente appunto ho fatto la commessa e poi ho incontrato mio marito che aveva il negozio
130	TOR005	205.633	208.43	2.797	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 s'è trasferi[ta nel negozio: del marito]	s'è trasferi[ta nel negozio: del marito]	s' è trasferita nel negozio del marito
131	TOI024	206.511	208.43	1.919	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [e::h eh purtroppo e]	[e::h eh purtroppo e]	eh eh purtroppo e
132	TOI024	208.43	210.89	2.46	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 purtroppo dico purtroppo perché ho lasciato::	purtroppo dico purtroppo perché ho lasciato::	purtroppo dico purtroppo perché ho lasciato
133	TOR005	211.11	212.157	1.047	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [quell'altro lavoro]	[quell'altro lavoro]	quell' altro lavoro
134	TOI024	211.111	213.943	2.832	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	6	 [che preferivo] andare (preferivo) stare là {ride}	[che preferivo] andare (preferivo) stare là {ride}	che preferivo andare preferivo stare là {ride}
135	TOR005	212.157	213.344	1.187	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
136	TOI024	213.943	214.916	0.973	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {ride}	{ride}	{ride}
137	TOR005	214.916	216.02	1.104	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 ehm:::	ehm:::	ehm
138	TOI024	216.027	216.497	0.47	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]	[eh]	eh
139	TOR005	216.027	216.9	0.873	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [se] mh	[se] mh	se mh
140	TOR005	216.927	221.482	4.555	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	 magari eh va anche oggi per negozi e vede un po' le commesse di oggi come sono [nota]:	magari eh va anche oggi per negozi e vede un po' le commesse di oggi come sono [nota]:	magari eh va anche oggi per negozi e vede un po' le commesse di oggi come sono nota
141	TOI024	220.862	221.278	0.416	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh]	[mh]	mh
142	TOR005	221.482	223.5	2.018	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 un po' delle differen[ze fra::]	un po' delle differen[ze fra::]	un po' delle differenze fra
